row_index,field,old_value,new_value,rule,reason
6008,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6008,reasoning,arithmetic,,R6,Reasoning quality: Only 10 chars (need >= 30)
6009,reasoning,sleep_subquery,,R6,Reasoning quality: Only 14 chars (need >= 30)
6010,reasoning,union_select,,R6,Reasoning quality: Only 12 chars (need >= 30)
6011,reasoning,benchmark,,R6,Reasoning quality: Only 9 chars (need >= 30)
6012,reasoning,mssql_sysjoin,,R6,Reasoning quality: Only 13 chars (need >= 30)
6013,reasoning,firebird_sysjoin,,R6,Reasoning quality: Only 16 chars (need >= 30)
6014,reasoning,mssql_sysjoin,,R6,Reasoning quality: Only 13 chars (need >= 30)
6015,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6015,reasoning,or_equality,,R6,Reasoning quality: Only 11 chars (need >= 30)
6016,reasoning,firebird_sysjoin,,R6,Reasoning quality: Only 16 chars (need >= 30)
6017,reasoning,pg_sleep,,R6,Reasoning quality: Only 8 chars (need >= 30)
6018,reasoning,benchmark,,R6,Reasoning quality: Only 9 chars (need >= 30)
6019,reasoning,extractvalue,,R6,Reasoning quality: Only 12 chars (need >= 30)
6020,reasoning,oracle_sysjoin,,R6,Reasoning quality: Only 14 chars (need >= 30)
6021,reasoning,union_select,,R6,Reasoning quality: Only 12 chars (need >= 30)
6022,reasoning,union_null,,R6,Reasoning quality: Only 10 chars (need >= 30)
6023,reasoning,firebird_sysjoin,,R6,Reasoning quality: Only 16 chars (need >= 30)
6024,reasoning,firebird_sysjoin,,R6,Reasoning quality: Only 16 chars (need >= 30)
6025,reasoning,union_select,,R6,Reasoning quality: Only 12 chars (need >= 30)
6026,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6026,reasoning,where_equality,,R6,Reasoning quality: Only 14 chars (need >= 30)
6027,reasoning,union_null,,R6,Reasoning quality: Only 10 chars (need >= 30)
6028,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6028,reasoning,or_equality,,R6,Reasoning quality: Only 11 chars (need >= 30)
6029,reasoning,oracle_sysjoin,,R6,Reasoning quality: Only 14 chars (need >= 30)
6030,reasoning,oracle_sysjoin,,R6,Reasoning quality: Only 14 chars (need >= 30)
6031,reasoning,convert_char,,R6,Reasoning quality: Only 12 chars (need >= 30)
6032,reasoning,updatexml,,R6,Reasoning quality: Only 9 chars (need >= 30)
6033,reasoning,like_randomblob,,R6,Reasoning quality: Only 15 chars (need >= 30)
6034,reasoning,union_select,,R6,Reasoning quality: Only 12 chars (need >= 30)
6035,reasoning,sleep_subquery,,R6,Reasoning quality: Only 14 chars (need >= 30)
6036,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6036,reasoning,elt_equality,,R6,Reasoning quality: Only 12 chars (need >= 30)
6037,reasoning,extractvalue,,R6,Reasoning quality: Only 12 chars (need >= 30)
6038,reasoning,sleep_subquery,,R6,Reasoning quality: Only 14 chars (need >= 30)
6039,reasoning,pg_sleep,,R6,Reasoning quality: Only 8 chars (need >= 30)
6040,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6040,reasoning,or_equality,,R6,Reasoning quality: Only 11 chars (need >= 30)
6041,reasoning,union_select,,R6,Reasoning quality: Only 12 chars (need >= 30)
6042,reasoning,generate_series,,R6,Reasoning quality: Only 15 chars (need >= 30)
6043,reasoning,firebird_sysjoin,,R6,Reasoning quality: Only 16 chars (need >= 30)
6044,reasoning,regexp_substring,,R6,Reasoning quality: Only 16 chars (need >= 30)
6045,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6045,reasoning,where_equality,,R6,Reasoning quality: Only 14 chars (need >= 30)
6046,reasoning,extractvalue,,R6,Reasoning quality: Only 12 chars (need >= 30)
6047,reasoning,dbms_utility,,R6,Reasoning quality: Only 12 chars (need >= 30)
6048,reasoning,convert_char,,R6,Reasoning quality: Only 12 chars (need >= 30)
6049,reasoning,union_select,,R6,Reasoning quality: Only 12 chars (need >= 30)
6050,reasoning,like_randomblob,,R6,Reasoning quality: Only 15 chars (need >= 30)
6051,reasoning,sleep_time,,R6,Reasoning quality: Only 10 chars (need >= 30)
6052,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6052,reasoning,where_equality,,R6,Reasoning quality: Only 14 chars (need >= 30)
6053,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6053,reasoning,make_set,,R6,Reasoning quality: Only 8 chars (need >= 30)
6054,reasoning,union_null,,R6,Reasoning quality: Only 10 chars (need >= 30)
6055,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6055,reasoning,where_equality,,R6,Reasoning quality: Only 14 chars (need >= 30)
6056,reasoning,dbms_pipe,,R6,Reasoning quality: Only 9 chars (need >= 30)
6057,reasoning,union_null,,R6,Reasoning quality: Only 10 chars (need >= 30)
6058,reasoning,utl_inaddr,,R6,Reasoning quality: Only 10 chars (need >= 30)
6059,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6059,reasoning,make_set,,R6,Reasoning quality: Only 8 chars (need >= 30)
6060,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6060,reasoning,where_equality,,R6,Reasoning quality: Only 14 chars (need >= 30)
6061,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6061,reasoning,or_equality,,R6,Reasoning quality: Only 11 chars (need >= 30)
6062,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6062,reasoning,case_cast,,R6,Reasoning quality: Only 9 chars (need >= 30)
6063,reasoning,like_randomblob,,R6,Reasoning quality: Only 15 chars (need >= 30)
6064,reasoning,firebird_sysjoin,,R6,Reasoning quality: Only 16 chars (need >= 30)
6065,reasoning,dbms_utility,,R6,Reasoning quality: Only 12 chars (need >= 30)
6066,reasoning,union_null,,R6,Reasoning quality: Only 10 chars (need >= 30)
6067,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6067,reasoning,where_equality,,R6,Reasoning quality: Only 14 chars (need >= 30)
6068,reasoning,sleep_subquery,,R6,Reasoning quality: Only 14 chars (need >= 30)
6069,reasoning,firebird_sysjoin,,R6,Reasoning quality: Only 16 chars (need >= 30)
6070,reasoning,dbms_pipe,,R6,Reasoning quality: Only 9 chars (need >= 30)
6071,reasoning,regexp_substring,,R6,Reasoning quality: Only 16 chars (need >= 30)
6072,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6072,reasoning,concat_equality,,R6,Reasoning quality: Only 15 chars (need >= 30)
6073,reasoning,if_drop,,R6,Reasoning quality: Only 7 chars (need >= 30)
6074,reasoning,firebird_sysjoin,,R6,Reasoning quality: Only 16 chars (need >= 30)
6075,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6075,reasoning,or_equality,,R6,Reasoning quality: Only 11 chars (need >= 30)
6076,reasoning,pg_sleep,,R6,Reasoning quality: Only 8 chars (need >= 30)
6077,reasoning,dbms_utility,,R6,Reasoning quality: Only 12 chars (need >= 30)
6078,reasoning,sleep_subquery,,R6,Reasoning quality: Only 14 chars (need >= 30)
6079,reasoning,firebird_sysjoin,,R6,Reasoning quality: Only 16 chars (need >= 30)
6080,reasoning,union_select,,R6,Reasoning quality: Only 12 chars (need >= 30)
6081,reasoning,union_null,,R6,Reasoning quality: Only 10 chars (need >= 30)
6082,reasoning,utl_inaddr,,R6,Reasoning quality: Only 10 chars (need >= 30)
6083,reasoning,union_select,,R6,Reasoning quality: Only 12 chars (need >= 30)
6084,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6084,reasoning,make_set,,R6,Reasoning quality: Only 8 chars (need >= 30)
6085,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6085,reasoning,order_by,,R6,Reasoning quality: Only 8 chars (need >= 30)
6086,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6086,reasoning,elt_equality,,R6,Reasoning quality: Only 12 chars (need >= 30)
6087,reasoning,exp_extract,,R6,Reasoning quality: Only 11 chars (need >= 30)
6088,reasoning,elt_sleep,,R6,Reasoning quality: Only 9 chars (need >= 30)
6089,reasoning,regexp_substring,,R6,Reasoning quality: Only 16 chars (need >= 30)
6090,reasoning,xmltype_error,,R6,Reasoning quality: Only 13 chars (need >= 30)
6091,reasoning,firebird_sysjoin,,R6,Reasoning quality: Only 16 chars (need >= 30)
6092,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6092,reasoning,generate_series,,R6,Reasoning quality: Only 15 chars (need >= 30)
6093,reasoning,oracle_union,,R6,Reasoning quality: Only 12 chars (need >= 30)
6094,reasoning,exp_extract,,R6,Reasoning quality: Only 11 chars (need >= 30)
6095,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6095,reasoning,or_equality,,R6,Reasoning quality: Only 11 chars (need >= 30)
6096,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6096,reasoning,group_concat,,R6,Reasoning quality: Only 12 chars (need >= 30)
6097,db_engine,oracle,mysql,R4,"SLEEP() is MySQL function, not Oracle"
6097,reasoning,user_lock,,R6,Reasoning quality: Only 9 chars (need >= 30)
6098,reasoning,mssql_sysjoin,,R6,Reasoning quality: Only 13 chars (need >= 30)
6099,reasoning,exp_extract,,R6,Reasoning quality: Only 11 chars (need >= 30)
6100,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6100,reasoning,if_subquery,,R6,Reasoning quality: Only 11 chars (need >= 30)
6101,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6101,reasoning,where_equality,,R6,Reasoning quality: Only 14 chars (need >= 30)
6102,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6102,reasoning,where_equality,,R6,Reasoning quality: Only 14 chars (need >= 30)
6103,reasoning,pg_sleep,,R6,Reasoning quality: Only 8 chars (need >= 30)
6104,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6104,reasoning,elt_equality,,R6,Reasoning quality: Only 12 chars (need >= 30)
6105,reasoning,regexp_substring,,R6,Reasoning quality: Only 16 chars (need >= 30)
6106,reasoning,union_select,,R6,Reasoning quality: Only 12 chars (need >= 30)
6107,reasoning,convert_char,,R6,Reasoning quality: Only 12 chars (need >= 30)
6108,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6108,reasoning,concat_equality,,R6,Reasoning quality: Only 15 chars (need >= 30)
6109,reasoning,union_select,,R6,Reasoning quality: Only 12 chars (need >= 30)
6110,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6110,reasoning,where_equality,,R6,Reasoning quality: Only 14 chars (need >= 30)
6111,reasoning,union_select,,R6,Reasoning quality: Only 12 chars (need >= 30)
6112,reasoning,like_randomblob,,R6,Reasoning quality: Only 15 chars (need >= 30)
6113,reasoning,benchmark,,R6,Reasoning quality: Only 9 chars (need >= 30)
6114,reasoning,union_select,,R6,Reasoning quality: Only 12 chars (need >= 30)
6115,reasoning,domain_join,,R6,Reasoning quality: Only 11 chars (need >= 30)
6116,reasoning,union_select,,R6,Reasoning quality: Only 12 chars (need >= 30)
6117,reasoning,union_null,,R6,Reasoning quality: Only 10 chars (need >= 30)
6118,reasoning,union_null,,R6,Reasoning quality: Only 10 chars (need >= 30)
6119,reasoning,union_select,,R6,Reasoning quality: Only 12 chars (need >= 30)
6120,reasoning,union_null,,R6,Reasoning quality: Only 10 chars (need >= 30)
6121,reasoning,ctxsys_drithsx,,R6,Reasoning quality: Only 14 chars (need >= 30)
6122,reasoning,db2_sysjoin,,R6,Reasoning quality: Only 11 chars (need >= 30)
6123,reasoning,domain_join,,R6,Reasoning quality: Only 11 chars (need >= 30)
6124,reasoning,utl_inaddr,,R6,Reasoning quality: Only 10 chars (need >= 30)
6125,reasoning,elt_sleep,,R6,Reasoning quality: Only 9 chars (need >= 30)
6126,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6126,reasoning,make_set,,R6,Reasoning quality: Only 8 chars (need >= 30)
6127,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6127,reasoning,or_equality,,R6,Reasoning quality: Only 11 chars (need >= 30)
6128,reasoning,elt_sleep,,R6,Reasoning quality: Only 9 chars (need >= 30)
6129,reasoning,mssql_sysjoin,,R6,Reasoning quality: Only 13 chars (need >= 30)
6130,reasoning,union_select,,R6,Reasoning quality: Only 12 chars (need >= 30)
6131,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6131,reasoning,make_set,,R6,Reasoning quality: Only 8 chars (need >= 30)
6132,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6132,reasoning,where_equality,,R6,Reasoning quality: Only 14 chars (need >= 30)
6133,reasoning,db2_sysjoin,,R6,Reasoning quality: Only 11 chars (need >= 30)
6134,reasoning,benchmark,,R6,Reasoning quality: Only 9 chars (need >= 30)
6135,reasoning,pg_sleep,,R6,Reasoning quality: Only 8 chars (need >= 30)
6136,reasoning,mssql_sysjoin,,R6,Reasoning quality: Only 13 chars (need >= 30)
6137,reasoning,firebird_sysjoin,,R6,Reasoning quality: Only 16 chars (need >= 30)
6138,reasoning,regexp_substring,,R6,Reasoning quality: Only 16 chars (need >= 30)
6139,reasoning,union_select,,R6,Reasoning quality: Only 12 chars (need >= 30)
6140,reasoning,union_select,,R6,Reasoning quality: Only 12 chars (need >= 30)
6141,reasoning,union_select,,R6,Reasoning quality: Only 12 chars (need >= 30)
6142,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6142,reasoning,where_equality,,R6,Reasoning quality: Only 14 chars (need >= 30)
6143,reasoning,oracle_union,,R6,Reasoning quality: Only 12 chars (need >= 30)
6144,reasoning,oracle_sysjoin,,R6,Reasoning quality: Only 14 chars (need >= 30)
6145,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6145,reasoning,or_equality,,R6,Reasoning quality: Only 11 chars (need >= 30)
6146,reasoning,updatexml,,R6,Reasoning quality: Only 9 chars (need >= 30)
6147,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6147,reasoning,if_subquery,,R6,Reasoning quality: Only 11 chars (need >= 30)
6148,reasoning,waitfor,,R6,Reasoning quality: Only 7 chars (need >= 30)
6149,reasoning,like_randomblob,,R6,Reasoning quality: Only 15 chars (need >= 30)
6150,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6150,reasoning,concat_equality,,R6,Reasoning quality: Only 15 chars (need >= 30)
6151,reasoning,union_null,,R6,Reasoning quality: Only 10 chars (need >= 30)
6152,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6152,reasoning,postgresql_cast,,R6,Reasoning quality: Only 15 chars (need >= 30)
6153,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6153,reasoning,where_equality,,R6,Reasoning quality: Only 14 chars (need >= 30)
6154,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6154,reasoning,arithmetic,,R6,Reasoning quality: Only 10 chars (need >= 30)
6155,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6155,reasoning,order_by,,R6,Reasoning quality: Only 8 chars (need >= 30)
6156,reasoning,updatexml,,R6,Reasoning quality: Only 9 chars (need >= 30)
6157,reasoning,xmltype_error,,R6,Reasoning quality: Only 13 chars (need >= 30)
6158,reasoning,regexp_substring,,R6,Reasoning quality: Only 16 chars (need >= 30)
6159,reasoning,xmltype_error,,R6,Reasoning quality: Only 13 chars (need >= 30)
6160,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6160,reasoning,concat_equality,,R6,Reasoning quality: Only 15 chars (need >= 30)
6161,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6161,reasoning,where_equality,,R6,Reasoning quality: Only 14 chars (need >= 30)
6162,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6162,reasoning,where_equality,,R6,Reasoning quality: Only 14 chars (need >= 30)
6163,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6163,reasoning,where_equality,,R6,Reasoning quality: Only 14 chars (need >= 30)
6164,reasoning,like_randomblob,,R6,Reasoning quality: Only 15 chars (need >= 30)
6165,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6165,reasoning,where_equality,,R6,Reasoning quality: Only 14 chars (need >= 30)
6166,reasoning,oracle_sysjoin,,R6,Reasoning quality: Only 14 chars (need >= 30)
6167,reasoning,dbms_utility,,R6,Reasoning quality: Only 12 chars (need >= 30)
6168,reasoning,sleep_time,,R6,Reasoning quality: Only 10 chars (need >= 30)
6169,reasoning,union_null,,R6,Reasoning quality: Only 10 chars (need >= 30)
6170,reasoning,benchmark,,R6,Reasoning quality: Only 9 chars (need >= 30)
6171,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6171,reasoning,where_equality,,R6,Reasoning quality: Only 14 chars (need >= 30)
6172,reasoning,union_null,,R6,Reasoning quality: Only 10 chars (need >= 30)
6173,reasoning,union_null,,R6,Reasoning quality: Only 10 chars (need >= 30)
6174,reasoning,union_select,,R6,Reasoning quality: Only 12 chars (need >= 30)
6175,reasoning,dbms_pipe,,R6,Reasoning quality: Only 9 chars (need >= 30)
6176,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6176,reasoning,where_equality,,R6,Reasoning quality: Only 14 chars (need >= 30)
6177,reasoning,benchmark,,R6,Reasoning quality: Only 9 chars (need >= 30)
6178,reasoning,benchmark,,R6,Reasoning quality: Only 9 chars (need >= 30)
6179,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6179,reasoning,order_by,,R6,Reasoning quality: Only 8 chars (need >= 30)
6180,reasoning,elt_sleep,,R6,Reasoning quality: Only 9 chars (need >= 30)
6181,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6181,reasoning,where_equality,,R6,Reasoning quality: Only 14 chars (need >= 30)
6182,reasoning,firebird_sysjoin,,R6,Reasoning quality: Only 16 chars (need >= 30)
6183,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
6183,reasoning,order_by,,R6,Reasoning quality: Only 8 chars (need >= 30)
