sample_id,module_id,parent_sample_id,parent_module_level,payload_before_transform,payload_raw,payload_canonical,validation_payload_v4,transform_recipe_id,roundtrip_valid,structure_preserved,semantic_preserved,semantic_preservation_basis
Y3_R023_C08_S01,Y3_encoded_boolean,Y1_R023_C08_S01,Y1_basic_boolean,"(95 NOT IN (69, 86, 6)) OR (40 <> 40)","(95%20NOT%20IN%20(69,%2086,%206))%20OR%20(40%20%3C%3E%2040)","(95 NOT IN (69, 86, 6)) OR (40 <> 40)","(95 NOT IN (69, 86, 6)) OR (40 <> 40)",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R023_C08_S02,Y3_encoded_boolean,Y1_R023_C08_S02,Y1_basic_boolean,"(91 NOT IN (82, 2, 19)) OR (53 <> 53)",%2891%20NOT%20IN%20%2882%2C%202%2C%2019%29%29%20OR%20%2853%20%3C%3E%2053%29,"(91 NOT IN (82, 2, 19)) OR (53 <> 53)","(91 NOT IN (82, 2, 19)) OR (53 <> 53)",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R023_C08_S03,Y3_encoded_boolean,Y2_R023_C08_S03,Y2_boolean_variation,"(104 NOT IN (95, 15, 32)) OR (66 <> 66)",%28104%20NOT%20IN%20%2895%2C%2015%2C%2032%29%29%20OR%20%2866%20<>%2066%29,"(104 NOT IN (95, 15, 32)) OR (66 <> 66)","(104 NOT IN (95, 15, 32)) OR (66 <> 66)",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R023_C08_S04,Y3_encoded_boolean,Y1_R023_C08_S04,Y1_basic_boolean,"(28 NOT IN (11, 28, 45)) OR (79 <> 79)","(28%20NOT%20IN%20(11,%2028,%2045))%20OR%20(79%20%3C%3E%2079)","(28 NOT IN (11, 28, 45)) OR (79 <> 79)","(28 NOT IN (11, 28, 45)) OR (79 <> 79)",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R023_C08_S05,Y3_encoded_boolean,Y1_R023_C08_S05,Y1_basic_boolean,"(41 NOT IN (24, 41, 58)) OR (92 <> 92)",%2841%20NOT%20IN%20%2824%2C%2041%2C%2058%29%29%20OR%20%2892%20%3C%3E%2092%29,"(41 NOT IN (24, 41, 58)) OR (92 <> 92)","(41 NOT IN (24, 41, 58)) OR (92 <> 92)",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R023_C08_S06,Y3_encoded_boolean,Y2_R023_C08_S06,Y2_boolean_variation,"(54 NOT IN (37, 54, 71)) OR (8 <> 8)",%2854%20NOT%20IN%20%2837%2C%2054%2C%2071%29%29%20OR%20%288%20<>%208%29,"(54 NOT IN (37, 54, 71)) OR (8 <> 8)","(54 NOT IN (37, 54, 71)) OR (8 <> 8)",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R023_C09_S01,Y3_encoded_boolean,Y1_R023_C09_S01,Y1_basic_boolean,"((106 NOT IN (80, 97, 17)) = TRUE)",%28%28106%20NOT%20IN%20%2880%2C%2097%2C%2017%29%29%20%3D%20TRUE%29,"((106 NOT IN (80, 97, 17)) = TRUE)","((106 NOT IN (80, 97, 17)) = TRUE)",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R023_C09_S02,Y3_encoded_boolean,Y2_R023_C09_S02,Y2_boolean_variation,"((102 NOT IN (93, 13, 30)) = TRUE)",%28%28102%20NOT%20IN%20%2893%2C%2013%2C%2030%29%29%20=%20TRUE%29,"((102 NOT IN (93, 13, 30)) = TRUE)","((102 NOT IN (93, 13, 30)) = TRUE)",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R023_C09_S03,Y3_encoded_boolean,Y1_R023_C09_S03,Y1_basic_boolean,"((52 NOT IN (9, 26, 43)) = TRUE)","((52%20NOT%20IN%20(9,%2026,%2043))%20%3D%20TRUE)","((52 NOT IN (9, 26, 43)) = TRUE)","((52 NOT IN (9, 26, 43)) = TRUE)",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R023_C09_S04,Y3_encoded_boolean,Y1_R023_C09_S04,Y1_basic_boolean,"((39 NOT IN (22, 39, 56)) = TRUE)",%28%2839%20NOT%20IN%20%2822%2C%2039%2C%2056%29%29%20%3D%20TRUE%29,"((39 NOT IN (22, 39, 56)) = TRUE)","((39 NOT IN (22, 39, 56)) = TRUE)",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R023_C09_S05,Y3_encoded_boolean,Y2_R023_C09_S05,Y2_boolean_variation,"((52 NOT IN (35, 52, 69)) = TRUE)",%28%2852%20NOT%20IN%20%2835%2C%2052%2C%2069%29%29%20=%20TRUE%29,"((52 NOT IN (35, 52, 69)) = TRUE)","((52 NOT IN (35, 52, 69)) = TRUE)",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R023_C09_S06,Y3_encoded_boolean,Y1_R023_C09_S06,Y1_basic_boolean,"((65 NOT IN (48, 65, 82)) = TRUE)","((65%20NOT%20IN%20(48,%2065,%2082))%20%3D%20TRUE)","((65 NOT IN (48, 65, 82)) = TRUE)","((65 NOT IN (48, 65, 82)) = TRUE)",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R023_C10_S01,Y3_encoded_boolean,Y2_R023_C10_S01,Y2_boolean_variation,"COALESCE((100 NOT IN (91, 11, 28)), FALSE)",COALESCE%28%28100%20NOT%20IN%20%2891%2C%2011%2C%2028%29%29%2C%20FALSE%29,"COALESCE((100 NOT IN (91, 11, 28)), FALSE)","COALESCE((100 NOT IN (91, 11, 28)), FALSE)",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R023_C10_S02,Y3_encoded_boolean,Y1_R023_C10_S02,Y1_basic_boolean,"COALESCE((50 NOT IN (7, 24, 41)), FALSE)","COALESCE((50%20NOT%20IN%20(7,%2024,%2041)),%20FALSE)","COALESCE((50 NOT IN (7, 24, 41)), FALSE)","COALESCE((50 NOT IN (7, 24, 41)), FALSE)",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R023_C10_S03,Y3_encoded_boolean,Y1_R023_C10_S03,Y1_basic_boolean,"COALESCE((63 NOT IN (20, 37, 54)), FALSE)",COALESCE%28%2863%20NOT%20IN%20%2820%2C%2037%2C%2054%29%29%2C%20FALSE%29,"COALESCE((63 NOT IN (20, 37, 54)), FALSE)","COALESCE((63 NOT IN (20, 37, 54)), FALSE)",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R023_C10_S04,Y3_encoded_boolean,Y2_R023_C10_S04,Y2_boolean_variation,"COALESCE((50 NOT IN (33, 50, 67)), FALSE)",COALESCE%28%2850%20NOT%20IN%20%2833%2C%2050%2C%2067%29%29%2C%20FALSE%29,"COALESCE((50 NOT IN (33, 50, 67)), FALSE)","COALESCE((50 NOT IN (33, 50, 67)), FALSE)",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R023_C10_S05,Y3_encoded_boolean,Y1_R023_C10_S05,Y1_basic_boolean,"COALESCE((63 NOT IN (46, 63, 80)), FALSE)","COALESCE((63%20NOT%20IN%20(46,%2063,%2080)),%20FALSE)","COALESCE((63 NOT IN (46, 63, 80)), FALSE)","COALESCE((63 NOT IN (46, 63, 80)), FALSE)",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R023_C10_S06,Y3_encoded_boolean,Y1_R023_C10_S06,Y1_basic_boolean,"COALESCE((76 NOT IN (59, 76, 93)), FALSE)",COALESCE%28%2876%20NOT%20IN%20%2859%2C%2076%2C%2093%29%29%2C%20FALSE%29,"COALESCE((76 NOT IN (59, 76, 93)), FALSE)","COALESCE((76 NOT IN (59, 76, 93)), FALSE)",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C01_S01,Y3_encoded_boolean,Y1_R024_C01_S01,Y1_basic_boolean,"'pending7' IN ('pending7', 'member0')","%27pending7%27%20IN%20(%27pending7%27,%20%27member0%27)","'pending7' IN ('pending7', 'member0')","'pending7' IN ('pending7', 'member0')",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C01_S02,Y3_encoded_boolean,Y1_R024_C01_S02,Y1_basic_boolean,"'public8' IN ('public8', 'stone1')",%27public8%27%20IN%20%28%27public8%27%2C%20%27stone1%27%29,"'public8' IN ('public8', 'stone1')","'public8' IN ('public8', 'stone1')",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C01_S03,Y3_encoded_boolean,Y2_R024_C01_S03,Y2_boolean_variation,"'member0' IN ('member0', 'north2')",'member0'%20IN%20%28'member0'%2C%20'north2'%29,"'member0' IN ('member0', 'north2')","'member0' IN ('member0', 'north2')",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C01_S04,Y3_encoded_boolean,Y1_R024_C01_S04,Y1_basic_boolean,"'north2' IN ('stone1', 'south3')","%27north2%27%20IN%20(%27stone1%27,%20%27south3%27)","'north2' IN ('stone1', 'south3')","'north2' IN ('stone1', 'south3')",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C01_S05,Y3_encoded_boolean,Y1_R024_C01_S05,Y1_basic_boolean,"'south3' IN ('north2', 'east4')",%27south3%27%20IN%20%28%27north2%27%2C%20%27east4%27%29,"'south3' IN ('north2', 'east4')","'south3' IN ('north2', 'east4')",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C01_S06,Y3_encoded_boolean,Y2_R024_C01_S06,Y2_boolean_variation,"'east4' IN ('south3', 'west5')",'east4'%20IN%20%28'south3'%2C%20'west5'%29,"'east4' IN ('south3', 'west5')","'east4' IN ('south3', 'west5')",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C02_S01,Y3_encoded_boolean,Y1_R024_C02_S01,Y1_basic_boolean,"('public7' IN ('public7', 'stone0'))",%28%27public7%27%20IN%20%28%27public7%27%2C%20%27stone0%27%29%29,"('public7' IN ('public7', 'stone0'))","('public7' IN ('public7', 'stone0'))",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C02_S02,Y3_encoded_boolean,Y2_R024_C02_S02,Y2_boolean_variation,"('member8' IN ('member8', 'north1'))",%28'member8'%20IN%20%28'member8'%2C%20'north1'%29%29,"('member8' IN ('member8', 'north1'))","('member8' IN ('member8', 'north1'))",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C02_S03,Y3_encoded_boolean,Y1_R024_C02_S03,Y1_basic_boolean,"('stone0' IN ('stone0', 'south2'))","(%27stone0%27%20IN%20(%27stone0%27,%20%27south2%27))","('stone0' IN ('stone0', 'south2'))","('stone0' IN ('stone0', 'south2'))",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C02_S04,Y3_encoded_boolean,Y1_R024_C02_S04,Y1_basic_boolean,"('south2' IN ('north1', 'east3'))",%28%27south2%27%20IN%20%28%27north1%27%2C%20%27east3%27%29%29,"('south2' IN ('north1', 'east3'))","('south2' IN ('north1', 'east3'))",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C02_S05,Y3_encoded_boolean,Y2_R024_C02_S05,Y2_boolean_variation,"('east3' IN ('south2', 'west4'))",%28'east3'%20IN%20%28'south2'%2C%20'west4'%29%29,"('east3' IN ('south2', 'west4'))","('east3' IN ('south2', 'west4'))",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C02_S06,Y3_encoded_boolean,Y1_R024_C02_S06,Y1_basic_boolean,"('west4' IN ('east3', 'prime5'))","(%27west4%27%20IN%20(%27east3%27,%20%27prime5%27))","('west4' IN ('east3', 'prime5'))","('west4' IN ('east3', 'prime5'))",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C03_S01,Y3_encoded_boolean,Y2_R024_C03_S01,Y2_boolean_variation,"NOT ('stone8' IN ('member7', 'north0'))",NOT%20%28'stone8'%20IN%20%28'member7'%2C%20'north0'%29%29,"NOT ('stone8' IN ('member7', 'north0'))","NOT ('stone8' IN ('member7', 'north0'))",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C03_S02,Y3_encoded_boolean,Y1_R024_C03_S02,Y1_basic_boolean,"NOT ('north0' IN ('stone8', 'south1'))","NOT%20(%27north0%27%20IN%20(%27stone8%27,%20%27south1%27))","NOT ('north0' IN ('stone8', 'south1'))","NOT ('north0' IN ('stone8', 'south1'))",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C03_S03,Y3_encoded_boolean,Y1_R024_C03_S03,Y1_basic_boolean,"NOT ('south1' IN ('north0', 'east2'))",NOT%20%28%27south1%27%20IN%20%28%27north0%27%2C%20%27east2%27%29%29,"NOT ('south1' IN ('north0', 'east2'))","NOT ('south1' IN ('north0', 'east2'))",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C03_S04,Y3_encoded_boolean,Y2_R024_C03_S04,Y2_boolean_variation,"NOT ('south1' IN ('south1', 'west3'))",NOT%20%28'south1'%20IN%20%28'south1'%2C%20'west3'%29%29,"NOT ('south1' IN ('south1', 'west3'))","NOT ('south1' IN ('south1', 'west3'))",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C03_S05,Y3_encoded_boolean,Y1_R024_C03_S05,Y1_basic_boolean,"NOT ('east2' IN ('east2', 'prime4'))","NOT%20(%27east2%27%20IN%20(%27east2%27,%20%27prime4%27))","NOT ('east2' IN ('east2', 'prime4'))","NOT ('east2' IN ('east2', 'prime4'))",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C03_S06,Y3_encoded_boolean,Y1_R024_C03_S06,Y1_basic_boolean,"NOT ('west3' IN ('west3', 'core5'))",NOT%20%28%27west3%27%20IN%20%28%27west3%27%2C%20%27core5%27%29%29,"NOT ('west3' IN ('west3', 'core5'))","NOT ('west3' IN ('west3', 'core5'))",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C04_S01,Y3_encoded_boolean,Y1_R024_C04_S01,Y1_basic_boolean,"('stone7' IN ('stone7', 'south0')) IS TRUE","(%27stone7%27%20IN%20(%27stone7%27,%20%27south0%27))%20IS%20TRUE","('stone7' IN ('stone7', 'south0')) IS TRUE","('stone7' IN ('stone7', 'south0')) IS TRUE",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C04_S02,Y3_encoded_boolean,Y1_R024_C04_S02,Y1_basic_boolean,"('north8' IN ('north8', 'east1')) IS TRUE",%28%27north8%27%20IN%20%28%27north8%27%2C%20%27east1%27%29%29%20IS%20TRUE,"('north8' IN ('north8', 'east1')) IS TRUE","('north8' IN ('north8', 'east1')) IS TRUE",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C04_S03,Y3_encoded_boolean,Y2_R024_C04_S03,Y2_boolean_variation,"('south0' IN ('south0', 'west2')) IS TRUE",%28'south0'%20IN%20%28'south0'%2C%20'west2'%29%29%20IS%20TRUE,"('south0' IN ('south0', 'west2')) IS TRUE","('south0' IN ('south0', 'west2')) IS TRUE",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C04_S04,Y3_encoded_boolean,Y1_R024_C04_S04,Y1_basic_boolean,"('west2' IN ('east1', 'prime3')) IS TRUE","(%27west2%27%20IN%20(%27east1%27,%20%27prime3%27))%20IS%20TRUE","('west2' IN ('east1', 'prime3')) IS TRUE","('west2' IN ('east1', 'prime3')) IS TRUE",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C04_S05,Y3_encoded_boolean,Y1_R024_C04_S05,Y1_basic_boolean,"('prime3' IN ('west2', 'core4')) IS TRUE",%28%27prime3%27%20IN%20%28%27west2%27%2C%20%27core4%27%29%29%20IS%20TRUE,"('prime3' IN ('west2', 'core4')) IS TRUE","('prime3' IN ('west2', 'core4')) IS TRUE",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C04_S06,Y3_encoded_boolean,Y2_R024_C04_S06,Y2_boolean_variation,"('core4' IN ('prime3', 'safe5')) IS TRUE",%28'core4'%20IN%20%28'prime3'%2C%20'safe5'%29%29%20IS%20TRUE,"('core4' IN ('prime3', 'safe5')) IS TRUE","('core4' IN ('prime3', 'safe5')) IS TRUE",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C05_S01,Y3_encoded_boolean,Y1_R024_C05_S01,Y1_basic_boolean,"('north7' IN ('north7', 'east0')) IS NOT FALSE",%28%27north7%27%20IN%20%28%27north7%27%2C%20%27east0%27%29%29%20IS%20NOT%20FALSE,"('north7' IN ('north7', 'east0')) IS NOT FALSE","('north7' IN ('north7', 'east0')) IS NOT FALSE",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C05_S02,Y3_encoded_boolean,Y2_R024_C05_S02,Y2_boolean_variation,"('south8' IN ('south8', 'west1')) IS NOT FALSE",%28'south8'%20IN%20%28'south8'%2C%20'west1'%29%29%20IS%20NOT%20FALSE,"('south8' IN ('south8', 'west1')) IS NOT FALSE","('south8' IN ('south8', 'west1')) IS NOT FALSE",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C05_S03,Y3_encoded_boolean,Y1_R024_C05_S03,Y1_basic_boolean,"('east0' IN ('east0', 'prime2')) IS NOT FALSE","(%27east0%27%20IN%20(%27east0%27,%20%27prime2%27))%20IS%20NOT%20FALSE","('east0' IN ('east0', 'prime2')) IS NOT FALSE","('east0' IN ('east0', 'prime2')) IS NOT FALSE",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C05_S04,Y3_encoded_boolean,Y1_R024_C05_S04,Y1_basic_boolean,"('prime2' IN ('west1', 'core3')) IS NOT FALSE",%28%27prime2%27%20IN%20%28%27west1%27%2C%20%27core3%27%29%29%20IS%20NOT%20FALSE,"('prime2' IN ('west1', 'core3')) IS NOT FALSE","('prime2' IN ('west1', 'core3')) IS NOT FALSE",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C05_S05,Y3_encoded_boolean,Y2_R024_C05_S05,Y2_boolean_variation,"('core3' IN ('prime2', 'safe4')) IS NOT FALSE",%28'core3'%20IN%20%28'prime2'%2C%20'safe4'%29%29%20IS%20NOT%20FALSE,"('core3' IN ('prime2', 'safe4')) IS NOT FALSE","('core3' IN ('prime2', 'safe4')) IS NOT FALSE",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C05_S06,Y3_encoded_boolean,Y1_R024_C05_S06,Y1_basic_boolean,"('safe4' IN ('core3', 'audit5')) IS NOT FALSE","(%27safe4%27%20IN%20(%27core3%27,%20%27audit5%27))%20IS%20NOT%20FALSE","('safe4' IN ('core3', 'audit5')) IS NOT FALSE","('safe4' IN ('core3', 'audit5')) IS NOT FALSE",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C06_S01,Y3_encoded_boolean,Y2_R024_C06_S01,Y2_boolean_variation,"CASE WHEN ('south7' IN ('south7', 'west0')) THEN TRUE ELSE FALSE END",CASE%20WHEN%20%28'south7'%20IN%20%28'south7'%2C%20'west0'%29%29%20THEN%20TRUE%20ELSE%20FALSE%20END,"CASE WHEN ('south7' IN ('south7', 'west0')) THEN TRUE ELSE FALSE END","CASE WHEN ('south7' IN ('south7', 'west0')) THEN TRUE ELSE FALSE END",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C06_S02,Y3_encoded_boolean,Y1_R024_C06_S02,Y1_basic_boolean,"CASE WHEN ('east8' IN ('east8', 'prime1')) THEN TRUE ELSE FALSE END","CASE%20WHEN%20(%27east8%27%20IN%20(%27east8%27,%20%27prime1%27))%20THEN%20TRUE%20ELSE%20FALSE%20END","CASE WHEN ('east8' IN ('east8', 'prime1')) THEN TRUE ELSE FALSE END","CASE WHEN ('east8' IN ('east8', 'prime1')) THEN TRUE ELSE FALSE END",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C06_S03,Y3_encoded_boolean,Y1_R024_C06_S03,Y1_basic_boolean,"CASE WHEN ('west0' IN ('west0', 'core2')) THEN TRUE ELSE FALSE END",CASE%20WHEN%20%28%27west0%27%20IN%20%28%27west0%27%2C%20%27core2%27%29%29%20THEN%20TRUE%20ELSE%20FALSE%20END,"CASE WHEN ('west0' IN ('west0', 'core2')) THEN TRUE ELSE FALSE END","CASE WHEN ('west0' IN ('west0', 'core2')) THEN TRUE ELSE FALSE END",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C06_S04,Y3_encoded_boolean,Y2_R024_C06_S04,Y2_boolean_variation,"CASE WHEN ('core2' IN ('prime1', 'safe3')) THEN TRUE ELSE FALSE END",CASE%20WHEN%20%28'core2'%20IN%20%28'prime1'%2C%20'safe3'%29%29%20THEN%20TRUE%20ELSE%20FALSE%20END,"CASE WHEN ('core2' IN ('prime1', 'safe3')) THEN TRUE ELSE FALSE END","CASE WHEN ('core2' IN ('prime1', 'safe3')) THEN TRUE ELSE FALSE END",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C06_S05,Y3_encoded_boolean,Y1_R024_C06_S05,Y1_basic_boolean,"CASE WHEN ('safe3' IN ('core2', 'audit4')) THEN TRUE ELSE FALSE END","CASE%20WHEN%20(%27safe3%27%20IN%20(%27core2%27,%20%27audit4%27))%20THEN%20TRUE%20ELSE%20FALSE%20END","CASE WHEN ('safe3' IN ('core2', 'audit4')) THEN TRUE ELSE FALSE END","CASE WHEN ('safe3' IN ('core2', 'audit4')) THEN TRUE ELSE FALSE END",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C06_S06,Y3_encoded_boolean,Y1_R024_C06_S06,Y1_basic_boolean,"CASE WHEN ('audit4' IN ('safe3', 'trace5')) THEN TRUE ELSE FALSE END",CASE%20WHEN%20%28%27audit4%27%20IN%20%28%27safe3%27%2C%20%27trace5%27%29%29%20THEN%20TRUE%20ELSE%20FALSE%20END,"CASE WHEN ('audit4' IN ('safe3', 'trace5')) THEN TRUE ELSE FALSE END","CASE WHEN ('audit4' IN ('safe3', 'trace5')) THEN TRUE ELSE FALSE END",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C07_S01,Y3_encoded_boolean,Y1_R024_C07_S01,Y1_basic_boolean,"('east7' IN ('east7', 'prime0')) AND (19 = 19)","(%27east7%27%20IN%20(%27east7%27,%20%27prime0%27))%20AND%20(19%20%3D%2019)","('east7' IN ('east7', 'prime0')) AND (19 = 19)","('east7' IN ('east7', 'prime0')) AND (19 = 19)",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C07_S02,Y3_encoded_boolean,Y1_R024_C07_S02,Y1_basic_boolean,"('west8' IN ('west8', 'core1')) AND (32 = 32)",%28%27west8%27%20IN%20%28%27west8%27%2C%20%27core1%27%29%29%20AND%20%2832%20%3D%2032%29,"('west8' IN ('west8', 'core1')) AND (32 = 32)","('west8' IN ('west8', 'core1')) AND (32 = 32)",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C07_S03,Y3_encoded_boolean,Y2_R024_C07_S03,Y2_boolean_variation,"('prime0' IN ('prime0', 'safe2')) AND (45 = 45)",%28'prime0'%20IN%20%28'prime0'%2C%20'safe2'%29%29%20AND%20%2845%20=%2045%29,"('prime0' IN ('prime0', 'safe2')) AND (45 = 45)","('prime0' IN ('prime0', 'safe2')) AND (45 = 45)",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C07_S04,Y3_encoded_boolean,Y1_R024_C07_S04,Y1_basic_boolean,"('safe2' IN ('core1', 'audit3')) AND (58 = 58)","(%27safe2%27%20IN%20(%27core1%27,%20%27audit3%27))%20AND%20(58%20%3D%2058)","('safe2' IN ('core1', 'audit3')) AND (58 = 58)","('safe2' IN ('core1', 'audit3')) AND (58 = 58)",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C07_S05,Y3_encoded_boolean,Y1_R024_C07_S05,Y1_basic_boolean,"('audit3' IN ('safe2', 'trace4')) AND (71 = 71)",%28%27audit3%27%20IN%20%28%27safe2%27%2C%20%27trace4%27%29%29%20AND%20%2871%20%3D%2071%29,"('audit3' IN ('safe2', 'trace4')) AND (71 = 71)","('audit3' IN ('safe2', 'trace4')) AND (71 = 71)",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C07_S06,Y3_encoded_boolean,Y2_R024_C07_S06,Y2_boolean_variation,"('trace4' IN ('audit3', 'signal5')) AND (84 = 84)",%28'trace4'%20IN%20%28'audit3'%2C%20'signal5'%29%29%20AND%20%2884%20=%2084%29,"('trace4' IN ('audit3', 'signal5')) AND (84 = 84)","('trace4' IN ('audit3', 'signal5')) AND (84 = 84)",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C08_S01,Y3_encoded_boolean,Y1_R024_C08_S01,Y1_basic_boolean,"('west7' IN ('west7', 'core0')) OR (47 <> 47)",%28%27west7%27%20IN%20%28%27west7%27%2C%20%27core0%27%29%29%20OR%20%2847%20%3C%3E%2047%29,"('west7' IN ('west7', 'core0')) OR (47 <> 47)","('west7' IN ('west7', 'core0')) OR (47 <> 47)",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C08_S02,Y3_encoded_boolean,Y2_R024_C08_S02,Y2_boolean_variation,"('prime8' IN ('prime8', 'safe1')) OR (60 <> 60)",%28'prime8'%20IN%20%28'prime8'%2C%20'safe1'%29%29%20OR%20%2860%20<>%2060%29,"('prime8' IN ('prime8', 'safe1')) OR (60 <> 60)","('prime8' IN ('prime8', 'safe1')) OR (60 <> 60)",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R024_C08_S03,Y3_encoded_boolean,Y1_R024_C08_S03,Y1_basic_boolean,"('core0' IN ('core0', 'audit2')) OR (73 <> 73)","(%27core0%27%20IN%20(%27core0%27,%20%27audit2%27))%20OR%20(73%20%3C%3E%2073)","('core0' IN ('core0', 'audit2')) OR (73 <> 73)","('core0' IN ('core0', 'audit2')) OR (73 <> 73)",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
